objectid,filename,document type,title,claim name,claim number,claim type,creator,date,description,subject,location,county,district,township,range,section,latitude,longitude,source,identifier,type,format,language,associated name,,
horse_prairie001,Horse_Prairie.jpg,Folder Contents,Horse Prairie Folder Contents,Horse Prairie,,Lode,,,Folder Contents,Contents;Horse Prairie,Beaverhead,Beaverhead,Horse Prairie,,,,,,,,Image;StillImage,image/jpeg,eng,Horse Prairie,,
hrs_claim_group001,Hrs_Claim_Group.jpg,Folder Contents,Hrs Claim Group Folder Contents,Hrs Claim Group,,Lode,,,Folder Contents,Contents;Hrs Claim Group,Beaverhead,Beaverhead,,7S,16W,32,45.18277,-113.58957,,,Image;StillImage,image/jpeg,eng,Hrs Claim Group,,
humboldt001,Humboldt.jpg,Folder Contents,Humboldt Folder Contents,Humboldt,10086,Lode,,,Folder Contents,Contents;Humboldt,Beaverhead,Beaverhead,Elkhorn,4S,12W,15,45.487,-113.0692,,,Image;StillImage,image/jpeg,eng,"Near Diamond; Storm, Simpson, St. Louis, White Owl",,
huron001,Huron.jpg,Folder Contents,Huron Folder Contents,Huron,,Lode,,,Folder Contents,Contents;Huron,Beaverhead,Beaverhead,Blue Wing,7S,11W,28,45.1917,-112.9553,,,Image;StillImage,image/jpeg,eng,A/K/A Cottontail; Near Kent,,
idanha001,Idanha.jpg,Folder Contents,Idanha Folder Contents,Idanha,9847,Lode,,,Folder Contents,Contents;Idanha,Beaverhead,Beaverhead,Elkhorn,4S,12W,14,45.487,-113.0486,,,Image;StillImage,image/jpeg,eng,"Near Red Top, Mona, Aspen",,
indian_chief001,Indian_Chief.jpg,Folder Contents,Indian Chief Folder Contents,Indian Chief,,Lode,,,Folder Contents,Contents;Indian Chief,Beaverhead,Beaverhead,Utopia,5S,10W,15,45.3996,-112.8224,,,Image;StillImage,image/jpeg,eng,"Includes Ida, Nipper; Adjoins Indian Queen",,
indian_queen001,Indian_Queen.jpg,Folder Contents,Indian Queen Folder Contents,Indian Queen,2147,Lode,,,Folder Contents,Contents;Indian Queen,Beaverhead,Beaverhead,Utopia,5S,10W,15,45.3978,-112.8192,,,Image;StillImage,image/jpeg,eng,Indian Queen,,
ingersoll001,Ingersoll.jpg,Folder Contents,Ingersoll Folder Contents,Ingersoll,,Lode,,,Folder Contents,Contents;Ingersoll,Beaverhead,Beaverhead,Bannack,8S,11W,4,45.1731,-112.9544,,,Image;StillImage,image/jpeg,eng,"Near Charter Oak, Gold Bug, Golden Leaf; Bob Ingersoll, Colonel Ingersoll, Contact, Silver Rose",,
iron_age001,Iron_Age.jpg,Folder Contents,Iron Age Folder Contents,Iron Age,3246,Lode,,,Folder Contents,Contents;Iron Age,Beaverhead,Beaverhead,Blue Wing,7S,11W,26,45.2019,-112.9183,,,Image;StillImage,image/jpeg,eng,Near Tron,,
iron_mask001,Iron_Mask.jpg,Folder Contents,Iron Mask Folder Contents,Iron Mask,,Lode,,,Folder Contents,Contents;Iron Mask,Beaverhead,Beaverhead,Blue Wing,7S,11W,28,45.1886,-112.9472,,,Image;StillImage,image/jpeg,eng,Iron Mask,,
iron_mountain001,Iron_Mountain.jpg,Folder Contents,Iron Mountain Folder Contents,Iron Mountain,2485,Lode,,,Folder Contents,Contents;Iron Mountain,Beaverhead,Beaverhead,Argenta,6S,10W,30,45.2853,-112.8683,,,Image;StillImage,image/jpeg,eng,Iron Mountain,,
ivanhoe001,Ivanhoe.jpg,Folder Contents,Ivanhoe Folder Contents,Ivanhoe,2137,Lode,,,Folder Contents,Contents;Ivanhoe,Beaverhead,Beaverhead,Lost Creek,4S,10W,3,45.5208,-112.8364,,,Image;StillImage,image/jpeg,eng,"A/K/A Brownes Lake Tungsten /Ivanhoe, Browns Lake Deposit, Brown's Lake, Lentung Group",,
ixl001,Ixl.jpg,Folder Contents,Ixl Folder Contents,Ixl,9106,Lode,,,Folder Contents,Contents;Ixl,Beaverhead,Beaverhead,Ruby,4S,12W,22,45.445603,-113.076382,,,Image;StillImage,image/jpeg,eng,,,
jack_rabbit001,Jack_Rabbit.jpg,Folder Contents,Jack Rabbit Folder Contents,Jack Rabbit,8508,Lode,,,Folder Contents,Contents;Jack Rabbit,Beaverhead,Beaverhead,Argenta,6S,10W,29,45.2858,-112.8589,,,Image;StillImage,image/jpeg,eng,"Near Ferdinand, Maudlin, Anaconda Mines;",,
jackson001,Jackson.jpg,Folder Contents,Jackson Folder Contents,Jackson,,Lode,,,Folder Contents,Contents;Jackson,Beaverhead,Beaverhead,Saginaw,6S,17W,27,45.2872,-113.6656,,,Image;StillImage,image/jpeg,eng,On Miner Creek,,
jahnke001,Jahnke.jpg,Folder Contents,Jahnke Folder Contents,Jahnke,,Lode,,,Folder Contents,Contents;Jahnke,Beaverhead,Beaverhead,Beaverhead,7S,16W,32,45.1886,-113.5864,,,Image;StillImage,image/jpeg,eng,"A/K/A Straight Tip, Montana Oreway; Includes Good Hope, Wabash, Mt. Vernon, Ranger & Potomac.  Bannack Dist.  Janke Dist.",,
jake001,Jake.jpg,Folder Contents,Jake Folder Contents,Jake,,Lode,,,Folder Contents,Contents;Jake,Beaverhead,Beaverhead,Argenta,6S,10W,18,45.31185,-112.87585,,,Image;StillImage,image/jpeg,eng,Jake,,
jeanette001,Jeanette.jpg,Folder Contents,Jeanette Folder Contents,Jeanette,,Lode,,,Folder Contents,Contents;Jeanette,Beaverhead,Beaverhead,Blue Wing,7S,11W,33,45.1828,-112.9522,,,Image;StillImage,image/jpeg,eng,Jeanette,,
jeff_davis001,Jeff_Davis.jpg,Folder Contents,Jeff Davis Folder Contents,Jeff Davis,,Lode,,,Folder Contents,Contents;Jeff Davis,Beaverhead,Beaverhead,Chinatown,11S,13W,10,44.889426,-113.177367,,,Image;StillImage,image/jpeg,eng,Orvana Reconnaissance,,
junction001,Junction.jpg,Folder Contents,Junction Folder Contents,Junction,2893,Lode,,,Folder Contents,Contents;Junction,Beaverhead,Beaverhead,Bannack,8S,11W,7,45.1564,-112.9875,,,Image;StillImage,image/jpeg,eng,"Near South Side Placer, Excelsior Placer, Pioneer Placer; Near Wadasms, Wallace, French, Golden Leaf, Montana, Empire Springfield",,
kent001,Kent.jpg,Folder Contents,Kent Folder Contents,Kent,,Lode,,,Folder Contents,Contents;Kent,Beaverhead,Beaverhead,Blue Wing,7S,11W,33,45.1861,-112.9514,,,Image;StillImage,image/jpeg,eng,"A/K/A Whopper; Bannack; Blue Wing; Bannack Chief; Near Jay Gould, Edith, E.M. Wilson , Nettie",,
keokuk001,Keokuk.jpg,Folder Contents,Keokuk Folder Contents,Keokuk,,Lode,,,Folder Contents,Contents;Keokuk,Beaverhead,Beaverhead,Bryant,3S,11W,10,45.5925,112.9381,,,Image;StillImage,image/jpeg,eng,"A/K/A Keokirk; Near Elm Orlu Mine; Forest Queen, Minnie Gaffney, Bonaparte, Moffet & Maynard, Elm Orlu",,
keystone_bryant001,Keystone_Bryant.jpg,Folder Contents,Keystone Bryant Folder Contents,Keystone Bryant,,Lode,,,Folder Contents,Contents;Keystone Bryant,Beaverhead,Beaverhead,Bryant Park,1S,11W,13,45.7528,112.9006,,,Image;StillImage,image/jpeg,eng,"Red Cliff, Monte Cristo",,
keystone_chinatown001,Keystone_Chinatown.jpg,Folder Contents,Keystone Chinatown Folder Contents,Keystone Chinatown,,Lode,,,Folder Contents,Contents;Keystone Chinatown,Beaverhead,Beaverhead,Chinatown,9S,7W,22,45.0436,-112.4561,,,Image;StillImage,image/jpeg,eng,"Monte Cristo, Red Cliff",,
lacy_creek001,Lacy_Creek.jpg,Folder Contents,Lacy Creek Folder Contents,Lacy Creek,,Lode,,,Folder Contents,Contents;Lacy Creek,Beaverhead,Beaverhead,Elkhorn,3S,12W,6,45.60139,-113.12333,,,Image;StillImage,image/jpeg,eng,,,
lamplighter001,Lamplighter.jpg,Folder Contents,Lamplighter Folder Contents,Lamplighter,,Lode,,,Folder Contents,Contents;Lamplighter,Beaverhead,Beaverhead,Vipond Park,2S,11W,29,45.6356,-112.9817,,,Image;StillImage,image/jpeg,eng,Lamplighter,,
laurilene_no_1,Laurilene_No_1.jpg,Folder Contents,Laurilene No Folder Contents,Laurilene No,,Lode,,,Folder Contents,Contents;Laurilene No,Beaverhead,Beaverhead,Bannack,8S,11W,5,45.1622,-112.9783,,,Image;StillImage,image/jpeg,eng,Near Bea Ann,,
leadville001,Leadville.jpg,Folder Contents,Leadville Folder Contents,Leadville,,Lode,,,Folder Contents,Contents;Leadville,Beaverhead,Beaverhead,Wise River,1S,11W,34,45.7042,-112.9547,,,Image;StillImage,image/jpeg,eng,Tuxedo,,
leah_may001,Leah_May.jpg,Folder Contents,Leah May Folder Contents,Leah May,,Lode,,,Folder Contents,Contents;Leah May,Beaverhead,Beaverhead,Argenta,6S,10W,22,45.3042,-112.8239,,,Image;StillImage,image/jpeg,eng,Montana Dist.,,
leap_year001,Leap_Year.jpg,Folder Contents,Leap Year Folder Contents,Leap Year,9847,Lode,,,Folder Contents,Contents;Leap Year,Beaverhead,Beaverhead,Elkhorn,4S,12W,14,45.487,-113.0486,,,Image;StillImage,image/jpeg,eng,Leap Year,,
legal_tender001,Legal_Tender.jpg,Folder Contents,Legal Tender Folder Contents,Legal Tender,6961,Lode,,,Folder Contents,Contents;Legal Tender,Beaverhead,Beaverhead,Argenta,6S,11W,24,45.29714,-112.89585,,,Image;StillImage,image/jpeg,eng,"A/K/A Old Legal Tender; Near Sylvia, Goldfinch Mines",,
lentung001,Lentung.jpg,Folder Contents,Lentung Folder Contents,Lentung,,Lode,,,Folder Contents,Contents;Lentung,Beaverhead,Beaverhead,Lost Creek,4S,10W,3,45.5183,-112.8283,,,Image;StillImage,image/jpeg,eng,"A/K/A Union Brown's Lake, Carbide,  Ivanhoe, Union Carbide /Us Borax Claims",,
lincoln001,Lincoln.jpg,Folder Contents,Lincoln Folder Contents,Lincoln,10084,Lode,,,Folder Contents,Contents;Lincoln,Beaverhead,Beaverhead,Elkhorn,4S,12W,22,45.4724,-113.0692,,,Image;StillImage,image/jpeg,eng,"Near Montreal, Copper Queen, Lynx",,
linda001,Linda.jpg,Folder Contents,Linda Folder Contents,Linda,,Lode,,,Folder Contents,Contents;Linda,Beaverhead,Beaverhead,Wise River,1N,13W,12,45.8452,-113.1673,,,Image;StillImage,image/jpeg,eng,"Near Calvert, Red Button Mines",,
lion_mountain001,Lion_Mountain.jpg,Folder Contents,Lion Mountain Folder Contents,Lion Mountain,,Lode,,,Folder Contents,Contents;Lion Mountain,Beaverhead,Beaverhead,Bryant,3S,11W,2,45.6047,-112.9356,,,Image;StillImage,image/jpeg,eng,,,
little_bell001,Little_Bell.jpg,Folder Contents,Little Bell Folder Contents,Little Bell,,Lode,,,Folder Contents,Contents;Little Bell,Beaverhead,Beaverhead,Bald Mountain,6S,12W,22,45.2895,-113.0585,,,Image;StillImage,image/jpeg,eng,"Near Grizzly Bear, Dement",,
little_hawk001,Little_Hawk.jpg,Folder Contents,Little Hawk Folder Contents,Little Hawk,4324,Lode,,,Folder Contents,Contents;Little Hawk,Beaverhead,Beaverhead,Bald Mountain,6S,12W,15,45.3203,-113.0533,,,Image;StillImage,image/jpeg,eng,Bartholdi,,
little_nugget001,Little_Nugget.jpg,Folder Contents,Little Nugget Folder Contents,Little Nugget,,Lode,,,Folder Contents,Contents;Little Nugget,Beaverhead,Beaverhead,Wisdom,4S,12W,22,45.4756,-113.0692,,,Image;StillImage,image/jpeg,eng,"New Discovery, Montana Oreway, North Star, Tacoma",,
little_sheep001,Little_Sheep.jpg,Folder Contents,Little Sheep Folder Contents,Little Sheep,,Lode,,,Folder Contents,Contents;Little Sheep,Beaverhead,Beaverhead,Big Muddy,14S,12W,34,44.5733,-112.6836,,,Image;StillImage,image/jpeg,eng,A/K/A Sheep Creek (Little),,
lone_pine001,Lone_Pine.jpg,Folder Contents,Lone Pine Folder Contents,Lone Pine,,Lode,,,Folder Contents,Contents;Lone Pine,Beaverhead,Beaverhead,Vipond Park,1S,11W,25,45.715,-112.8992,,,Image;StillImage,image/jpeg,eng,"Near Excelsior, Greeley, Silver King, Silver Star, Blue Bell",,
lost_cloud001,Lost_Cloud.jpg,Folder Contents,Lost Cloud Folder Contents,Lost Cloud,,Lode,,,Folder Contents,Contents;Lost Cloud,Beaverhead,Beaverhead,Polaris,5S,12W,28,45.3669,-113.085,,,Image;StillImage,image/jpeg,eng,,,
lost_creek001,Lost_Creek001.jpg,Folder Contents,Lost Creek Folder Contents,Lost Creek,,Lode,,,Folder Contents,Contents;Lost Creek,Beaverhead,Beaverhead,Utopia,5S,10W,2,45.4333,-112.7953,,,Image;StillImage,image/jpeg,eng,A/K/A Sugar Loaf; Willow Creek,,
lost_creek002,Lost_Creek002.jpg,Folder Contents,Lost Creek Folder Contents,Lost Creek,,Lode,,,Folder Contents,Contents;Lost Creek,Beaverhead,Beaverhead,Utopia,5S,10W,2,45.4333,-112.7953,,,Image;StillImage,image/jpeg,eng,A/K/A Sugar Loaf; Willow Creek,,
lost_creek003,Lost_Creek003.jpg,Folder Contents,Lost Creek Folder Contents,Lost Creek,,Lode,,,Folder Contents,Contents;Lost Creek,Beaverhead,Beaverhead,Utopia,5S,10W,2,45.4333,-112.7953,,,Image;StillImage,image/jpeg,eng,A/K/A Sugar Loaf; Willow Creek,,
lost_creek004,Lost_Creek004.jpg,Folder Contents,Lost Creek Folder Contents,Lost Creek,,Lode,,,Folder Contents,Contents;Lost Creek,Beaverhead,Beaverhead,Utopia,5S,10W,2,45.4333,-112.7953,,,Image;StillImage,image/jpeg,eng,A/K/A Sugar Loaf; Willow Creek,,
lucky_jim_beam001,Lucky_Jim_Beam.jpg,Folder Contents,Lucky Jim Beam Folder Contents,Lucky Jim,,Lode,,,Folder Contents,Contents;Lucky Jim,Beaverhead,Beaverhead,Wisdom,4S,14W,25,45.4519,-113.2786,,,Image;StillImage,image/jpeg,eng,Lucky Jim Beam,,
lucky_strike_argenta001,Lucky_Strike_Argenta.jpg,Folder Contents,Lucky Strike Argenta Folder Contents,Lucky Strike,,Lode,,,Folder Contents,Contents;Lucky Strike,Beaverhead,Beaverhead,Argenta,11S,13W,14,44.8819,-113.1486,,,Image;StillImage,image/jpeg,eng,Lucky Strike,,
lucky_strike_horse_prairie001,Lucky_Strike_Horse_Prairie.jpg,Folder Contents,Lucky Strike Horse Prairie Folder Contents,Lucky Strike,,Lode,,,Folder Contents,Contents;Lucky Strike,Beaverhead,Beaverhead,Horse Prairie,2S,10W,27,45.63528,-112.83056,,,Image;StillImage,image/jpeg,eng,A/K/A Storm King,,
lucky_strike_vipond001,Lucky_Strike_Vipond_Park.jpg,Folder Contents,Lucky Strike Vipond Folder Contents,Lucky Strike,,Lode,,,Folder Contents,Contents;Lucky Strike,Beaverhead,Beaverhead,Vipond Park,6S,10W,6,45.335,-112.8661,,,Image;StillImage,image/jpeg,eng,A/K/A Storm King,,
lulu001,Lulu.jpg,Folder Contents,Lulu Folder Contents,Lulu,9964,Lode,,,Folder Contents,Contents;Lulu,Beaverhead,Beaverhead,Elkhorn,4S,12W,14,45.48593,-113.04969,,,Image;StillImage,image/jpeg,eng,"Near Park, Old Elkhorn, Central",,
lynx_lode001,Lynx_Lode.jpg,Folder Contents,Lynx Lode,Lynx Lode,9854,Lode,,,Folder Contents,Contents;Lynx Lode,Beaverhead,Beaverhead,Elkhorn,4S,12W,22,45.4724,-113.0629,,,Image;StillImage,image/jpeg,eng,,,
maiden_creek_copper001,Maiden_Creek_Copper.jpg,Folder Contents,Maiden Creek Copper Folder Contents,Maiden Creek,,Lode,,,Folder Contents,Contents;Maiden Creek,Beaverhead,Beaverhead,Chinatown,11S,13W,23,44.8622,-113.1519,,,Image;StillImage,image/jpeg,eng,Maiden Creek Copper,,
ajax011,Maps_Ajax_Mine_Topographic_No_Date.jpg,Maps,Topographic Map Including Ajax Mine,Ajax,,Placer,,,Topographic map including Ajax Mine,Maps; Ajax Mine; Topographic Map;,Beaverhead,Beaverhead,Ajax,6S,17W,7,45.52333,-113.72389,,,Image;StillImage,image/jpeg,eng,Compiled From Mcnabb; USBM; Nickelson; USGS Report 6-23-53; R.N.Appling Map 8-23-85,,
mark_twain001,Mark_Twain.jpg,Folder Contents,Mark Twain,Mark Twain,,Lode,,,Folder Contents,Contents;Mark Twain,Beaverhead,Beaverhead,Bryant,,,,,,,,Image;StillImage,image/jpeg,eng,Mark Twain,,
martin001,Martin.jpg,Folder Contents,Martin Folder Contents,Martin,,Lode,,,Folder Contents,Contents;Martin,Beaverhead,Beaverhead,Wisdom,3S,13W,19,45.5592,-113.2569,,,Image;StillImage,image/jpeg,eng,"Near Trapper, Pocahontas, Cross Fox Claims",,
mary001,Mary.jpg,Folder Contents,Mary Folder Contents,Mary,9963,Lode,,,Folder Contents,Contents;Mary,Beaverhead,Beaverhead,Elkhorn,4S,12W,22,45.47496,-113.06223,,,Image;StillImage,image/jpeg,eng,"Near Mammoth; Arora, Vilet",,
maudlin_mine001,Maudlin_Mine.jpg,Folder Contents,Maudlin Mine Folder Contents,Maudlin Mine,,Lode,,,Folder Contents,Contents;Maudlin Mine,Beaverhead,Beaverhead,Argenta,6S,10W,29,45.28684,-112.86596,,,Image;StillImage,image/jpeg,eng,"A/K/A Hand Mine, Ermont Group",,
mayday001,Mayday.jpg,Folder Contents,Mayday Folder Contents,Mayday,,Lode,,,Folder Contents,Contents;Mayday,Beaverhead,Beaverhead,Argenta,6S,10W,7,45.3194,-112.8744,,,Image;StillImage,image/jpeg,eng,Near Payday,,
mccarthy001,Mccarthy.jpg,Folder Contents,McCarthy Folder Contents,McCarthy,,Lode,,,Folder Contents,Contents;McCarthy,Beaverhead,Beaverhead,Big Muddy,14S,9W,6,44.6172,-112.73,,,Image;StillImage,image/jpeg,eng,A/K/A/ Deadwood; Carleen Claim,,
mcconnell001,Mcconnell.jpg,Folder Contents,McConnell Folder Contents,McConnell,,Lode,,,Folder Contents,Contents;McConnell,Beaverhead,Beaverhead,Elkhorn,4S,12W,33,45.4492,-113.0733,,,Image;StillImage,image/jpeg,eng,"A/K/A Wellman Mine; Consists Of W.M.C, Northern Light, Virginia, Toledo, California, Oswego, Chicago, New York, I.X.L., Sadie, Nevada",,
midnight001,Midnight.jpg,Folder Contents,Midnight Folder Contents,Midnight,4450,Lode,,,Folder Contents,Contents;Midnight,Beaverhead,Beaverhead,Argenta,6S,11W,13,45.30694,-112.88556,,,Image;StillImage,image/jpeg,eng,Midnight Extension,,
minnie_gaffney001,Minnie_Gaffney.jpg,Folder Contents,Minnie Gaffney Folder Contents,Minnie Gaffney,,Lode,,,Folder Contents,Contents;Minnie Gaffney,Beaverhead,Beaverhead,Bryant,3S,11W,11,45.5908,-112.9292,,,Image;StillImage,image/jpeg,eng,,,
miwanatock001,Miwanatock.jpg,Folder Contents,Miwanatock Folder Contents,Miwanatock,,Lode,,,Folder Contents,Contens;Miwanatock,Beaverhead,Beaverhead,Vipond Park,,,,,,,,Image;StillImage,image/jpeg,eng,A/K/A Mewanahawk,,
montana_lode001,Montana_Lode.jpg,Folder Contents,Montana Lode Folder Contents,Montana Lode,,Lode,,,Folder Contents,Contens;Montana Lode,Beaverhead,Beaverhead,Pioneer,3S,17W,20,45.5625,-113.7272,,,Image;StillImage,image/jpeg,eng,"A/K/A Montana Iron, Moosehorn Mine; Jumper #1",,
monte_cristo001,Monte_Cristo.jpg,Folder Contents,Monte Cristo Folder Contents,Monte Cristo,,Lode,,,Folder Contents,Contens;Monte Cristo,Beaverhead,Beaverhead,Vipond Park,01S,11W,24,45.7314,-112.9022,,,Image;StillImage,image/jpeg,eng,"Near Lone Pine, Daisy Vein, Great Western Mines",,
montezuma001,Montezuma.jpg,Folder Contents,Montezuma Folder Contents,Montezuma,,Lode,,,Folder Contents,Contens;Montezuma,Beaverhead,Beaverhead,Elkhorn,05S,12W,28,45.3705,-113.0898,,,Image;StillImage,image/jpeg,eng,,,
montreal001,Montreal.jpg,Folder Contents,Montreal Folder Contents,Montreal,9963,Lode,,,Folder Contents,Contens;Montreal,Beaverhead,Beaverhead,Elkhorn,04S,12W,14,45.48057,-113.05768,,,Image;StillImage,image/jpeg,eng,"Near Mary, Arora, Snowdrop, St. Louis",,
monument001,Monument.jpg,Folder Contents,Monument Folder Contents,Monument,809,Lode,,,Folder Contents,Contens;Monument,Beaverhead,Beaverhead,Horse Prairie,10S,14W,4,45.0003,-113.3214,,,Image;StillImage,image/jpeg,eng,"Near Saginaw, Sunshine Mines",,
moose_horn001,Moose_Horn.jpg,Folder Contents,Moose Horn Folder Contents,Moose Horn,,Lode,,,Folder Contents,Contens;Moose Horn,Beaverhead,Beaverhead,Pioneer,03S,17W,17,45.5597,-113.7319,,,Image;StillImage,image/jpeg,eng,A/K/A Montana Iron; Jumper #1,,
mountain_sheep001,Mountain_Sheep.jpg,Folder Contents,Mountain Sheep Folder Contents,Mountain Sheep,,Lode,,,Folder Contents,Contens;Mountain Sheep,Beaverhead,Beaverhead,Bryant,03S,11W,1,45.5886,-112.9264,,,Image;StillImage,image/jpeg,eng,,,
nevada001,Nevada.jpg,Folder Contents,Nevada Folder Contents,Nevada,,Lode,,,Folder Contents,Contens;Nevada,Beaverhead,Beaverhead,Jake Creek,10S,07W,17,44.9622,-112.4822,,,Image;StillImage,image/jpeg,eng,Nevada,,
new_ariadne001,New_Ariadne.jpg,Folder Contents,New Ariadne Folder Contents,New Ariadne,,Lode,,,Folder Contents,Contens;New Ariadne,Beaverhead,Beaverhead,Bryant,03S,11W,2,45.606111,-112.929444,,,Image;StillImage,image/jpeg,eng,Part Of Lion Mtn Group,,
new_deal001,New_Deal.jpg,Folder Contents,New Deal Folder Contents,New Deal,,Lode,,,Folder Contents,Contens;New Deal,Beaverhead,Beaverhead,,,,,,,,,Image;StillImage,image/jpeg,eng,New Deal,,
new_departure001,New_Departure.jpg,Folder Contents,New Departure Folder Contents,New Departure,,Lode,,,Folder Contents,Contens;New Departure,Beaverhead,Beaverhead,Blue Wing,07S,11W,26,45.1975,-112.9208,,,Image;StillImage,image/jpeg,eng,"Near Guardian, Quien Sabe, Cliff, Director, Shield, Signal, Protecto",,
new_year_1910001,New_Year_1910.jpg,Folder Contents,New Year 1910 Folder Contents,New Year 1910,9965,Lode,,,Folder Contents,Contens;New Year 1910,Beaverhead,Beaverhead,Elk,04S,12W,23,45.47802,-113.04567,,,Image;StillImage,image/jpeg,eng,"Near Wise River, Red Sky, President Claims",,
ajax012,Newsclippings_Ajax_Mine_Montana_Standard_08_09_1981.pdf,Newsclipping,Family Revives Old Ajax Mine,Ajax,,Placer,,8/9/1981,Family Revives Old Ajax Mine,Newsclippings; Ajax Mine;,Beaverhead,Beaverhead,Ajax,6S,17W,7,45.52333,-113.72389,,,Image;StillImage,application/pdf,eng,Compiled From Mcnabb; USBM; Nickelson; USGS Report 6-23-53; R.N.Appling Map 8-23-86,,
ajax013,Newsclippings_Ajax_Mine_Montana_Standard_08_09_1981_B.pdf,Newsclipping,Beaverhead Forest Hydrologist Jeff Reiner,Ajax,,Placer,,8/9/1981,Beaverhead forest hydrologist Jeff Reiner,Newsclippings; Ajax Mine;,Beaverhead,Beaverhead,Ajax,6S,17W,7,45.52333,-113.72389,,,Image;StillImage,application/pdf,eng,Compiled From Mcnabb; USBM; Nickelson; USGS Report 6-23-53; R.N.Appling Map 8-23-87,,
ajax014,Newsclippings_Ajax_Mine_Wallace_Miner_04_03_1986.pdf,Newsclipping,Beaverhead Talc Mine,Ajax,,Placer,,4/3/1986,Beaverhead Talc Mine,Newsclippings; Beaverhead Mine,Beaverhead,Beaverhead,Ajax,6S,17W,7,45.52333,-113.72389,,,Image;StillImage,application/pdf,eng,Compiled From Mcnabb; USBM; Nickelson; USGS Report 6-23-53; R.N.Appling Map 8-23-88,,
niagara001,Niagara.jpg,Folder Contents,Niagara Folder Contents,Niagara,,Lode,,,Folder Contents,Contens;Niagara,Beaverhead,Beaverhead,Bryant,03S,11W,3,45.60417,-112.94821,,,Image;StillImage,image/jpeg,eng,"Near Bannack Lode, Nero, Oneida",,
nick_preen001,Nick_Preen.jpg,Folder Contents,Nick Preen Folder Contents,Nick Preen,,Lode,,,Folder Contents,Contens;Nick Preen,Beaverhead,Beaverhead,Bald Mountain,06S,12W,14,45.3156,-113.0319,,,Image;StillImage,image/jpeg,eng,Near Faithful Mine,,
nickel_lode001,Nickel_Lode.jpg,Folder Contents,Nickel Lode Folder Contents,Nickel Lode,,Lode,,,Folder Contents,Contens;Nickel Lode,Beaverhead,Beaverhead,Blacktail,09S,07W,1,45.08071,-112.40572,,,Image;StillImage,image/jpeg,eng,,,
north_star001,North_Star.jpg,Folder Contents,North Star Folder Contents,North Star,,Lode,,,Folder Contents,Contens;North Star,Beaverhead,Beaverhead,Wisdom,01N,12W,9,45.8533,-113.0881,,,Image;StillImage,image/jpeg,eng,"A/K/A South Star; Near Orsola, Moon Beam, Bald Mountain",,
old_elkhorn001,Old_Elkhorn.jpg,Folder Contents,Old Elkhorn Folder Contents,Old Elkhorn,9964,Lode,,,Folder Contents,Contens;Old Elkhorn,Beaverhead,Beaverhead,Elkhorn,04S,12W,14,45.49,-113.0386,,,Image;StillImage,image/jpeg,eng,"Near Storm, Simpson, Snowdrop, Park, Blue Jay, Mono, Atlas",,
old_faithful001,Old_Faithful.jpg,Folder Contents,Old Faithful Folder Contents,Old Faithful,,Lode,,,Folder Contents,Contens;Old Faithful,Beaverhead,Beaverhead,Bald Mountain,06S,12W,24,45.2992,-113.0233,,,Image;StillImage,image/jpeg,eng,Old Faithful,,
oneida_mine001,Oneida_Mine.jpg,Folder Contents,Oneida Mine Folder Contents,Oneida Mine,,Lode,,,Folder Contents,Contens;Oneida Mine,Beaverhead,Beaverhead,Bryant,03S,11W,3,45.60384,-112.9378,,,Image;StillImage,image/jpeg,eng,,,
oro_fino001,Oro_Fino.jpg,Folder Contents,Oro Fino Folder Contents,Oro Fino,,Lode,,,Folder Contents,Contens;Oro Fino,Beaverhead,Beaverhead,Utopia,05S,10W,22,45.3925,-112.8353,,,Image;StillImage,image/jpeg,eng,Oro Fino,,
oro_placer001,Oro_Placer.jpg,Folder Contents,Oro Placer Folder Contents,Oro Placer,,Placer,,,Folder Contents,Contens;Oro Placer,Beaverhead,Beaverhead,Argenta,07S,10W,5,45.25,-112.8594,,,Image;StillImage,image/jpeg,eng,Oro Placer,,
orvana_reconnaissance001,Orvana_Reconnaissance.jpg,Folder Contents,Orvana Reconnaissance Folder Contents,Orvana Reconnaissance,,Lode,,,Folder Contents,Contens;Orvana Reconnaissance,Beaverhead,Beaverhead,,,,,,,,,Image;StillImage,image/jpeg,eng,Orvana Reconnaissance,,
p_r001,P_R.jpg,Folder Contents,P&R Folder Contents,P&R,,Lode,,,Folder Contents,Contens;P&R,Beaverhead,Beaverhead,Bald Mountain,06S,12W,22,45.3069,-113.0678,,,Image;StillImage,image/jpeg,eng,P & R,,
park_bald_mountain001,Park_Bald_Mountain.jpg,Folder Contents,Park Bald Mountain Folder Contents,Park Bald Mountain,,Lode,,,Folder Contents,Contens;Park Bald Mountain,Beaverhead,Beaverhead,Bald Mountain,06S,11W,1,45.3378,-112.9028,,,Image;StillImage,image/jpeg,eng,"Near Lulu, Washington; Atlas, Mono, Rand, Yellow Band Group",,
park_elkhorn001,Park_Elkhorn.jpg,Folder Contents,Park Elkhorn Folder Contents,Park Elkhorn,,Lode,,,Folder Contents,Contens;Park Elkhorn,Beaverhead,Beaverhead,Elkhorn,04S,12W,14,45.4836,-113.0492,,,Image;StillImage,image/jpeg,eng,"Near Lulu, Washington; Atlas, Mono, Rand, Yellow Band Group",,
