objectid,filename,title,claim,claim number,claim type,creator,date,description,subject,location,county,district,latitude,longitude,township,range,section,source,identifier,type,format,language,associated names,rightsstatement,,,,
ottowa001,Ottowa.jpg,Ottowa Folder Contents,Ottowa,,Lode,,,Folder Content Sheets,Contents; Ottowa,Ottowa,Jefferson,Boulder,,,,,,,,Image;StillImage,image/jpeg,eng,Ottowa,,,,,
overland001,Overland.jpg,Overland Folder Contents,Overland,,Lode,,,Folder Content Sheets,Contents; Overland,Overland,Jefferson,Montana City,46.55111,-111.79806,09N,02W,12,,,Image;StillImage,image/jpeg,eng,A/K/A Gold Bug,,,,,
p.c. crystal001,P.C. Crystal.jpg,P.C. Crystal Folder Contents,P.C. Crystal,,Lode,,,Folder Content Sheets,Contents; P.C. Crystal,P.C. Crystal,Jefferson,Basin,46.258333,-112.316667,07N,06W,22,,,Image;StillImage,image/jpeg,eng,P.C. Crystal,,,,,
pandora001,Pandora.jpg,Pandora Folder Contents,Pandora,9981,Lode,,,Folder Content Sheets,Contents; Pandora,Pandora,Jefferson,Unorganized,46.3738,-112.087,07N,04W,,,,Image;StillImage,image/jpeg,eng,,,,,,
park001,Park.jpg,Park Folder Contents,Park,6895,Placer,,,Folder Content Sheets,Contents; Park,Park,Jefferson,Pipestone,45.999,-112.3367,03N,06W,22,,,Image;StillImage,image/jpeg,eng,"Adjoins Wake Up John, Donohue Placers",,,,,
parrot001,Parrot.jpg,Parrot Folder Contents,Parrot,,Lode,,,Folder Content Sheets,Contents; Parrot,Parrot,Jefferson,Whitehall,45.92194,-112.034,02N,03W,18,,,Image;StillImage,image/jpeg,eng,A/K/A Paroll Chief,,,,,
passover001,Passover.jpg,Passover Folder Contents,Passover,,Lode,,,Folder Content Sheets,Contents; Passover,Passover,Jefferson,Boulder,46.16472,-111.928,05N,03W,24,,,Image;StillImage,image/jpeg,eng,Passover,,,,,
pay way001,Pay Way.jpg,Pay Way Folder Contents,Pay Way,,Lode,,,Folder Content Sheets,Contents; Pay Way,Pay Way,Jefferson,Whitehall,,,,,,,,Image;StillImage,image/jpeg,eng, 46.1010,,,,,
payday001,Payday.jpg,Payday Folder Contents,Payday,,Lode,,,Folder Content Sheets,Contents; Payday,Payday,Jefferson,Whitehall,45.925278,-112.023333,02N,03W,18,,,Image;StillImage,image/jpeg,eng,Payday,,,,,
peacock001,Peacock.jpg,Peacock Folder Contents,Peacock,7968,Lode,,,Folder Content Sheets,Contents; Peacock,Peacock,Jefferson,N/A,46.27617,-111.95115,06N,05W,14,,,Image;StillImage,image/jpeg,eng,A/K/A Peacock-Turkey,,,,,
peggy ann001,Peggy Ann.jpg,Peggy Ann Folder Contents,Peggy Ann,,Lode,,,Folder Content Sheets,Contents; Peggy Ann,Peggy Ann,Jefferson,N/A,46.8696,-112.4323,13N,07W,24,,,Image;StillImage,image/jpeg,eng,Peggy Ann,,,,,
pen yan001,Pen Yan.jpg,Pen Yan Folder Contents,Pen Yan,2204,Lode,,,Folder Content Sheets,Contents; Pen Yan,Pen Yan,Jefferson,Colorado,46.35777,-112.175,07N,05W,13,,,Image;StillImage,image/jpeg,eng,Adjoins Bluebird Mines,,,,,
peterson dump001,Peterson Dump.jpg,Peterson Dump Folder Contents,Peterson Dump,,Lode,,,Folder Content Sheets,Contents; Peterson Dump,Peterson Dump,Jefferson,Colorado,,,,,,,,Image;StillImage,image/jpeg,eng,Peterson Dump,,,,,
phill sheridan001,Phill Sheridan.jpg,Phill Sheridan Folder Contents,Phill Sheridan,9381,Lode,,,Folder Content Sheets,Contents; Phill Sheridan,Phill Sheridan,Jefferson,Basin,46.30152,-112.23518,06N,05W,4,,,Image;StillImage,image/jpeg,eng,,,,,,
piermont no. 1 east001,Piermont No. 1 East.jpg,Piermont No. 1 East Folder Contents,Piermont No. 1 East,,Lode,,,Folder Content Sheets,Contents; Piermont No. 1 East,Piermont No. 1 East,Jefferson,Basin,46.372778,-112.255556,07N,05W,8,,,Image;StillImage,image/jpeg,eng,A/K/A North Ada,,,,,
pilot001,Pilot.jpg,Pilot Folder Contents,Pilot,1177,Lode,,,Folder Content Sheets,Contents; Pilot,Pilot,Jefferson,Amazon,46.30611,-112.104,06N,04W,4,,,Image;StillImage,image/jpeg,eng,Group Includes East Pilot,,,,,
placer001,Placer.jpg,Placer Folder Contents,Placer,214,Placer,,,Folder Content Sheets,Contents; Placer,Placer,Jefferson,Unorganized,46.2729,-112.2537,06N,06W,17,,,Image;StillImage,image/jpeg,eng,,,,,,
placer001,Placer.jpg,Placer Folder Contents,Placer,6660,Placer,,,Folder Content Sheets,Contents; Placer,Placer,Jefferson,Unorganized,46.2729,-112.2953,06N,06W,13,,,Image;StillImage,image/jpeg,eng,,,,,,
placer001,Placer.jpg,Placer Folder Contents,Placer,4366,Placer,,,Folder Content Sheets,Contents; Placer,Placer,Jefferson,Basin,46.2729,-112.2537,06N,05W,16,,,Image;StillImage,image/jpeg,eng,,,,,,
placer001,Placer.jpg,Placer Folder Contents,Placer,289,Placer,,,Folder Content Sheets,Contents; Placer,Placer,Jefferson,Basin,46.2729,-112.2537,06N,05W,16,,,Image;StillImage,image/jpeg,eng,,,,,,
placer001,Placer.jpg,Placer Folder Contents,Placer,166,Placer,,,Folder Content Sheets,Contents; Placer,Placer,Jefferson,Cataract,46.28705,-112.23562,06N,05W,9,,,Image;StillImage,image/jpeg,eng,,,,,,
placer001,Placer.jpg,Placer Folder Contents,Placer,4 B,Placer,,,Folder Content Sheets,Contents; Placer,Placer,Jefferson,Unorganized,,,01N,02W,,,,Image;StillImage,image/jpeg,eng,,,,,,
placer (sru. 166)001,Placer (Sru. 166).jpg,Placer (Sru. 166) Folder Contents,Placer (Sru. 166),166,Lode,,,Folder Content Sheets,Contents; Placer (Sru. 166),Placer (Sru. 166),Jefferson,Cataract,46.28705,-112.23562,06N,05W,9,,,Image;StillImage,image/jpeg,eng,,,,,,
plain lode001,Plain Lode.jpg,Plain Lode Folder Contents,Plain Lode,10492,Lode,,,Folder Content Sheets,Contents; Plain Lode,Plain Lode,Jefferson,Cataract,46.25819,-112.25617,06N,05W,20,,,Image;StillImage,image/jpeg,eng,,,,,,
plymouth001,Plymouth.jpg,Plymouth Folder Contents,Plymouth,,Lode,,,Folder Content Sheets,Contents; Plymouth,Plymouth,Jefferson,Elkhorn,46.266667,-111.958333,06N,03W,22,,,Image;StillImage,image/jpeg,eng,Plymouth,,,,,
pohndorf001,Pohndorf.jpg,Pohndorf Folder Contents,Pohndorf,,Lode,,,Folder Content Sheets,Contents; Pohndorf,Pohndorf,Jefferson,Little Pipestone,45.866944,-112.355556,01N,06W,4,,,Image;StillImage,image/jpeg,eng,Pohndorf,,,,,
potee001,Potee.jpg,Potee Folder Contents,Potee,,Lode,,,Folder Content Sheets,Contents; Potee,Potee,Jefferson,Alhambra,46.436389,-111.8925,08N,02W,19,,,Image;StillImage,image/jpeg,eng,A/K/A Good Cheer,,,,,
president's group001,President'S Group.jpg,President'S Group Folder Contents,President'S Group,,Lode,,,Folder Content Sheets,Contents; President'S Group,President'S Group,Jefferson,Clancy,46.4747,-112.9828,08N,03W,4,,,Image;StillImage,image/jpeg,eng,"A/K/A Hinman, King Solomon Group, Haynes; Includes W. Wilson, A. Lincoln, G. Washington, Forty-Niner",,,,,
pricilla001,Pricilla.jpg,Pricilla Folder Contents,Pricilla,,Lode,,,Folder Content Sheets,Contents; Pricilla,Pricilla,Jefferson,Clancy,,,,,,,,Image;StillImage,image/jpeg,eng,Pricilla,,,,,
prickly pear001,Prickly Pear.jpg,Prickly Pear Folder Contents,Prickly Pear,,Placer,,,Folder Content Sheets,Contents; Prickly Pear,Prickly Pear,Jefferson,Alhambra,46.374444,-112.023056,07N,03W,7,,,Image;StillImage,image/jpeg,eng,Prickly Pear,,,,,
prospector001,Prospector.jpg,Prospector Folder Contents,Prospector,,Lode,,,Folder Content Sheets,Contents; Prospector,Prospector,Jefferson,Basin,46.2729,-112.2537,06N,05W,17,,,Image;StillImage,image/jpeg,eng,"Adjoins Birds Nest, Valley, & Last Chance Millsite",,,,,
quartz hill001,Quartz Hill.jpg,Quartz Hill Folder Contents,Quartz Hill,,Lode,,,Folder Content Sheets,Contents; Quartz Hill,Quartz Hill,Jefferson,Colorado,46.371667,-112.156389,07N,04W,7,,,Image;StillImage,image/jpeg,eng,Head Of Clancy Creek,,,,,
queen001,Queen.jpg,Queen Folder Contents,Queen,,Lode,,,Folder Content Sheets,Contents; Queen,Queen,Jefferson,Elkhorn,46.4314,-111.9411,08N,03W,23,,,Image;StillImage,image/jpeg,eng,"Includes Ruth, Copper Jack, King, Harriet Lodes; 2 Mi. So. Of Elkhorn",,,,,
quick001,Quick.jpg,Quick Folder Contents,Quick,,Lode,,,Folder Content Sheets,Contents; Quick,Quick,Jefferson,Boulder,46.2585,-112.1286,06N,04W,20,,,Image;StillImage,image/jpeg,eng,2400' Nw Of Old Boulder Rr Station,,,,,
rac001,Rac.jpg,Rac Folder Contents,Rac,,Lode,,,Folder Content Sheets,Contents; Rac,Rac,Jefferson,Basin,46.3017,-112.337,07N,06W,31,,,Image;StillImage,image/jpeg,eng,"Includes Ore Top, Turtle, Dt Lodes",,,,,
rarus001,Rarus.jpg,Rarus Folder Contents,Rarus,8392,Lode,,,Folder Content Sheets,Contents; Rarus,Rarus,Jefferson,Basin,46.3928,-112.0828,07N,04W,3,,,Image;StillImage,image/jpeg,eng,"Group Includes Mammoth, Tucker, Anaconda, Big Butt Lodes",,,,,
red chief001,Red Chief.jpg,Red Chief Folder Contents,Red Chief,3776,Lode,,,Folder Content Sheets,Contents; Red Chief,Red Chief,Jefferson,Unorganized,45.9115,-112.2741,02N,05W,19,,,Image;StillImage,image/jpeg,eng,,,,,,
red hill reconnaissance001,Red Hill Reconnaissance.jpg,Red Hill Reconnaissance Folder Contents,Red Hill Reconnaissance,,Lode,,,Folder Content Sheets,Contents; Red Hill Reconnaissance,Red Hill Reconnaissance,Jefferson,Whitehall,45.910878,-111.960265,02N,03W,22,,,Image;StillImage,image/jpeg,eng,Orvana Reconnaissance,,,,,
red rock001,Red Rock.jpg,Red Rock Folder Contents,Red Rock,,Lode,,,Folder Content Sheets,Contents; Red Rock,Red Rock,Jefferson,Pipestone,46.273889,-112.328333,06N,06W,14,,,Image;StillImage,image/jpeg,eng,Red Rock,,,,,
red rock creek001,Red Rock Creek.jpg,Red Rock Creek Folder Contents,Red Rock Creek,,Lode,,,Folder Content Sheets,Contents; Red Rock Creek,Red Rock Creek,Jefferson,Basin,46.27389,-112.328,06N,06W,15,,,Image;StillImage,image/jpeg,eng,Red Rock Creek,,,,,
red wing001,Red Wing.jpg,Red Wing Folder Contents,Red Wing,,Lode,,,Folder Content Sheets,Contents; Red Wing,Red Wing,Jefferson,Basin,46.30722,-112.216,06N,05W,3,,,Image;StillImage,image/jpeg,eng,At Head Of Limber Creek,,,,,
redemption001,Redemption.jpg,Redemption Folder Contents,Redemption,,Lode,,,Folder Content Sheets,Contents; Redemption,Redemption,Jefferson,Basin,46.29527,-112.26,07N,05W,8,,,Image;StillImage,image/jpeg,eng,Redemption,,,,,
relief001,Relief.jpg,Relief Folder Contents,Relief,1623,Lode,,,Folder Content Sheets,Contents; Relief,Relief,Jefferson,Elkhorn,46.28231,-111.93988,06N,03W,11,,,Image;StillImage,image/jpeg,eng,Relief,,,,,
rhoades001,Rhoades.jpg,Rhoades Folder Contents,Rhoades,,Lode,,,Folder Content Sheets,Contents; Rhoades,Rhoades,Jefferson,Clancy,46.475,-112.149167,08N,04W,6,,,Image;StillImage,image/jpeg,eng,Rhoades,,,,,
rinehart001,Rinehart.jpg,Rinehart Folder Contents,Rinehart,,Lode,,,Folder Content Sheets,Contents; Rinehart,Rinehart,Jefferson,Basin,46.3017,-112.212,06N,05W,3,,,Image;StillImage,image/jpeg,eng,10 Claims 4 1/2 Mi. From Basin On Gnrr,,,,,
robert emmet001,Robert Emmet.jpg,Robert Emmet Folder Contents,Robert Emmet,,Lode,,,Folder Content Sheets,Contents; Robert Emmet,Robert Emmet,Jefferson,Amazon,46.32694,-112.094,07N,04W,27,,,Image;StillImage,image/jpeg,eng,2 Mi. So. Of Wickes,,,,,
robie burns001,Robie Burns.jpg,Robie Burns Folder Contents,Robie Burns,3656,Lode,,,Folder Content Sheets,Contents; Robie Burns,Robie Burns,Jefferson,Cataract,46.34397,-112.22876,07N,05W,21,,,Image;StillImage,image/jpeg,eng,,,,,,
robinson001,Robinson.jpg,Robinson Folder Contents,Robinson,,Lode,,,Folder Content Sheets,Contents; Robinson,Robinson,Jefferson,Basin,46.2729,-112.2953,06N,06W,13,,,Image;StillImage,image/jpeg,eng,3-4 Mi. W. Of Basin On No. Side Of Road Where Powerline Comes Into Valley,,,,,
rock of ages001,Rock Of Ages.jpg,Rock Of Ages Folder Contents,Rock Of Ages,,Lode,,,Folder Content Sheets,Contents; Rock Of Ages,Rock Of Ages,Jefferson,Basin,,,,,,,,Image;StillImage,image/jpeg,eng,Rock Of Ages,,,,,
romero001,Romero.jpg,Romero Folder Contents,Romero,,Lode,,,Folder Content Sheets,Contents; Romero,Romero,Jefferson,Basin,,,,,,,,Image;StillImage,image/jpeg,eng,Nw Or Comet Mine,,,,,
rosalba001,Rosalba.jpg,Rosalba Folder Contents,Rosalba,2403,Lode,,,Folder Content Sheets,Contents; Rosalba,Rosalba,Jefferson,Unorganized,46.0249,-112.4363,03N,07W,11,,,Image;StillImage,image/jpeg,eng,,,,,,
rose001,Rose.jpg,Rose Folder Contents,Rose,1844,Lode,,,Folder Content Sheets,Contents; Rose,Rose,Jefferson,Elkhorn,46.28515,-112.24821,06N,05W,8,,,Image;StillImage,image/jpeg,eng,Near Elkhorn Mine,,,,,
rose placer001,Rose Placer.jpg,Rose Placer Folder Contents,Rose Placer,2313,Placer,,,Folder Content Sheets,Contents; Rose Placer,Rose Placer,Jefferson,Cataract,46.2729,-112.2537,06N,05W,,,,Image;StillImage,image/jpeg,eng,,,,,,
rothfus001,Rothfus.jpg,Rothfus Folder Contents,Rothfus,,Lode,,,Folder Content Sheets,Contents; Rothfus,Rothfus,Jefferson,Elkhorn,46.244,-112.1703,06N,05W,25,,,Image;StillImage,image/jpeg,eng,"Adjoins Wolftone, A.M. Holter, Sophia Lodes",,,,,
ruby lode001,Ruby Lode.jpg,Ruby Lode Folder Contents,Ruby Lode,7605,Lode,,,Folder Content Sheets,Contents; Ruby Lode,Ruby Lode,Jefferson,Cataract,46.3017,-112.1912,06N,05W,2,,,Image;StillImage,image/jpeg,eng,,,,,,
ruby mine001,Ruby Mine.jpg,Ruby Mine Folder Contents,Ruby Mine,2286,Lode,,,Folder Content Sheets,Contents; Ruby Mine,Ruby Mine,Jefferson,Lowland,46.19772,-112.43449,05N,07W,11,,,Image;StillImage,image/jpeg,eng,,,,,,
rumley001,Rumley.jpg,Rumley Folder Contents,Rumley,,Lode,,,Folder Content Sheets,Contents; Rumley,Rumley,Jefferson,Basin,46.310556,-112.175,07N,05W,36,,,Image;StillImage,image/jpeg,eng,Includes Mary Virginia,,,,,
russell001,Russell.jpg,Russell Folder Contents,Russell,2732,Lode,,,Folder Content Sheets,Contents; Russell,Russell,Jefferson,Colorado,46.36686,-112.10832,07N,04W,9,,,Image;StillImage,image/jpeg,eng,,,,,,
ruth001,Ruth.jpg,Ruth Folder Contents,Ruth,4408,Lode,,,Folder Content Sheets,Contents; Ruth,Ruth,Jefferson,Basin,46.28317,-112.24043,06N,05W,9,,,Image;StillImage,image/jpeg,eng,"Includes Copper Jack, King, Harriet, Queen Lodes; 2 Mi. So. Of Elkhorn",,,,,
ruth001,Ruth.jpg,Ruth Folder Contents,Ruth,,Lode,,,Folder Content Sheets,Contents; Ruth,Ruth,Jefferson,Elkhorn,46.4314,-111.9411,08N,03W,23,,,Image;StillImage,image/jpeg,eng,"Includes Copper Jack, King, Harriet, Queen Lodes; 2 Mi. So. Of Elkhorn",,,,,
sallie belle001,Sallie Belle.jpg,Sallie Belle Folder Contents,Sallie Belle,,Lode,,,Folder Content Sheets,Contents; Sallie Belle,Sallie Belle,Jefferson,Amazon,46.453611,-112.209167,08N,05W,10,,,Image;StillImage,image/jpeg,eng,Sallie Belle,,,,,
salvail001,Salvail.jpg,Salvail Folder Contents,Salvail,,Lode,,,Folder Content Sheets,Contents; Salvail,Salvail,Jefferson,Colorado,46.35027,-112.144,07N,04W,19,,,Image;StillImage,image/jpeg,eng,A/K/A Three Horns; Wood Chute Gulch On So. Side Of Mt. Washington,,,,,
sappington001,Sappington.jpg,Sappington Folder Contents,Sappington,,Lode,,,Folder Content Sheets,Contents; Sappington,Sappington,Jefferson,Whitetail,45.845185,-111.743195,01N,01W,25,,,Image;StillImage,image/jpeg,eng,Also In Madison County;,,,,,
saturday night001,Saturday Night.jpg,Saturday Night Folder Contents,Saturday Night,6701,Lode,,,Folder Content Sheets,Contents; Saturday Night,Saturday Night,Jefferson,Basin,46.30128,-112.25217,06N,05W,5,,,Image;StillImage,image/jpeg,eng,1 Mi. N. Mantle Property On Cataract Creek,,,,,
searchlight001,Searchlight.jpg,Searchlight Folder Contents,Searchlight,4283,Lode,,,Folder Content Sheets,Contents; Searchlight,Searchlight,Jefferson,Clancy,46.3738,-112.1495,07N,04W,7,,,Image;StillImage,image/jpeg,eng,11 Mi. Nw Of Jefferson City Ot Head Of Clancy Creek,,,,,
shields-ironsides001,ShieldsIronsides.jpg,Shields-Ironsides Folder Contents,Shields-Ironsides,,Lode,,,Folder Content Sheets,Contents; Shields-Ironsides,Shields-Ironsides,Jefferson,Boulder,45.925,-112.046,02N,04W,13,,,Image;StillImage,image/jpeg,eng,Shields-Ironsides,,,,,
silver bell001,Silver Bell.jpg,Silver Bell Folder Contents,Silver Bell,,Lode,,,Folder Content Sheets,Contents; Silver Bell,Silver Bell,Jefferson,Whitetail,46.04472,-112.204,03N,05W,3,,,Image;StillImage,image/jpeg,eng,"3.2 Km Nw Of Summit Of Ratio Mountain, Se Of St. Anthony Mine",,,,,
silver dollar001,Silver Dollar.jpg,Silver Dollar Folder Contents,Silver Dollar,10651,Lode,,,Folder Content Sheets,Contents; Silver Dollar,Silver Dollar,Jefferson,Lowland,45.9526,-112.4156,02N,07W,1,,,Image;StillImage,image/jpeg,eng,"Adjoins Hill Side, Nellie, Little Joe Lode Claims",,,,,
silver hill001,Silver Hill.jpg,Silver Hill Folder Contents,Silver Hill,,Lode,,,Folder Content Sheets,Contents; Silver Hill,Silver Hill,Jefferson,Basin,46.3103,-112.1722,07N,05W,36,,,Image;StillImage,image/jpeg,eng,Adjacent To Comet Mine,,,,,
silver king001,Silver King.jpg,Silver King Folder Contents,Silver King,,Lode,,,Folder Content Sheets,Contents; Silver King,Silver King,Jefferson,Colorado_Aka_Corbin/Gregory/Wickes,46.3594,-112.1703,07N,05W,13,,,Image;StillImage,image/jpeg,eng,5 Mi. Nw Of Wickes,,,,,
silver king001,Silver King.jpg,Silver King Folder Contents,Silver King,,Lode,,,Folder Content Sheets,Contents; Silver King,Silver King,Jefferson,Colorado_Aka_Corbin/Gregory/Wickes,,,07N,04W,9,,,Image;StillImage,image/jpeg,eng,5 Mi. Nw Of Wickes,,,,,
silver king001,Silver King.jpg,Silver King Folder Contents,Silver King,,Lode,,,Folder Content Sheets,Contents; Silver King,Silver King,Jefferson,Whitetail District,,,,,,,,Image;StillImage,image/jpeg,eng,,,,,,
silver shields001,Silver Shields.jpg,Silver Shields Folder Contents,Silver Shields,,Lode,,,Folder Content Sheets,Contents; Silver Shields,Silver Shields,Jefferson,N/A,,,,,,,,Image;StillImage,image/jpeg,eng,,,,,,
silver star001,Silver Star.jpg,Silver Star Folder Contents,Silver Star,,Lode,,,Folder Content Sheets,Contents; Silver Star,Silver Star,Jefferson,Colorado_Aka_Corbin/Gregory/Wickes,46.3449,-112.1912,07N,04W,9,,,Image;StillImage,image/jpeg,eng,,,,,,
silver tip001,Silver Tip.jpg,Silver Tip Folder Contents,Silver Tip,10681,Lode,,,Folder Content Sheets,Contents; Silver Tip,Silver Tip,Jefferson,Alhambra,46.36749,-112.006,07N,03W,8,,,Image;StillImage,image/jpeg,eng,3 Mi. Se Of Jefferson,,,,,
silversmith001,Silversmith.jpg,Silversmith Folder Contents,Silversmith,6087,Lode,,,Folder Content Sheets,Contents; Silversmith,Silversmith,Jefferson,Basin,46.24667,-112.255,06N,05W,29,,,Image;StillImage,image/jpeg,eng,Adjoins Home Stake,,,,,
sirius001,Sirius.jpg,Sirius Folder Contents,Sirius,2845,Lode,,,Folder Content Sheets,Contents; Sirius,Sirius,Jefferson,Basin,46.3375,-112.2444,07N,05W,29,,,Image;StillImage,image/jpeg,eng,Adjoins Klondyke,,,,,
sixteen to one001,Sixteen To One.jpg,Sixteen To One Folder Contents,Sixteen To One,6074,Lode,,,Folder Content Sheets,Contents; Sixteen To One,Sixteen To One,Jefferson,Beef Straight,45.999,-112.3367,03N,06W,,,,Image;StillImage,image/jpeg,eng,,,,,,
skipper001,Skipper.jpg,Skipper Folder Contents,Skipper,3524,Lode,,,Folder Content Sheets,Contents; Skipper,Skipper,Jefferson,Amazon,46.26885,-112.23092,06N,05W,16,,,Image;StillImage,image/jpeg,eng,Adjoins Clipper Millsite,,,,,
skipper millsite001,Skipper Millsite.jpg,Skipper Millsite Folder Contents,Skipper Millsite,10860,M,,,Folder Content Sheets,Contents; Skipper Millsite,Skipper Millsite,Jefferson,Amazon,46.26886,-112.22744,06N,05W,16,,,Image;StillImage,image/jpeg,eng,Adjoins Skipper Lode,,,,,
skookum001,Skookum.jpg,Skookum Folder Contents,Skookum,,Placer,,,Folder Content Sheets,Contents; Skookum,Skookum,Jefferson,Basin,46.299444,-112.173056,06N,05W,1,,,Image;StillImage,image/jpeg,eng,Below Alpine & Boomerange Placers,,,,,
skyline001,Skyline.jpg,Skyline Folder Contents,Skyline,,Lode,,,Folder Content Sheets,Contents; Skyline,Skyline,Jefferson,Elkhorn,46.2873,-111.8786,06N,02W,8,,,Image;StillImage,image/jpeg,eng,"Includes Rene Outcrop No. 1, Golden Butte",,,,,
snowshoe001,Snowshoe.jpg,Snowshoe Folder Contents,Snowshoe,,Lode,,,Folder Content Sheets,Contents; Snowshoe,Snowshoe,Jefferson,Basin,46.3017,-112.337,07N,06W,31,,,Image;StillImage,image/jpeg,eng,"Includes Ore Top, Turtle, Rac, Dt Lodes",,,,,
solar pearl001,Solar Pearl.jpg,Solar Pearl Folder Contents,Solar Pearl,4208,Lode,,,Folder Content Sheets,Contents; Solar Pearl,Solar Pearl,Jefferson,Basin,46.4,-112.3125,08N,06W,35,,,Image;StillImage,image/jpeg,eng,A/K/A Solar; Solar And Pearl; 2 Mi. So. Josephine Mine,,,,,
solar silver001,Solar Silver.jpg,Solar Silver Folder Contents,Solar Silver,,Lode,,,Folder Content Sheets,Contents; Solar Silver,Solar Silver,Jefferson,Clancy,46.331944,-111.879444,07N,02W,29,,,Image;StillImage,image/jpeg,eng,Solar Silver,,,,,
soldier boy001,Soldier Boy.jpg,Soldier Boy Folder Contents,Soldier Boy,9641,Lode,,,Folder Content Sheets,Contents; Soldier Boy,Soldier Boy,Jefferson,Colorado,46.36548,-112.10755,07N,04W,9,,,Image;StillImage,image/jpeg,eng,,,,,,
solitaire001,Solitaire.jpg,Solitaire Folder Contents,Solitaire,1949,Lode,,,Folder Content Sheets,Contents; Solitaire,Solitaire,Jefferson,Basin,46.2729,-112.2745,06N,05W,18,,,Image;StillImage,image/jpeg,eng,,,,,,
sophia001,Sophia.jpg,Sophia Folder Contents,Sophia,3882,Lode,,,Folder Content Sheets,Contents; Sophia,Sophia,Jefferson,Elkhorn,46.27785,-111.94619,06N,03W,14,,,Image;StillImage,image/jpeg,eng,Sophia,,,,,
south mantle001,South Mantle.jpg,South Mantle Folder Contents,South Mantle,,Lode,,,Folder Content Sheets,Contents; South Mantle,South Mantle,Jefferson,Basin,46.284722,-112.244167,06N,05W,9,,,Image;StillImage,image/jpeg,eng,Includes Mantle; A/K/A Rock Of Ages,,,,,
south mastodon001,South Mastodon.jpg,South Mastodon Folder Contents,South Mastodon,10576,Lode,,,Folder Content Sheets,Contents; South Mastodon,South Mastodon,Jefferson,Alhambra,46.36,-111.891944,07N,02W,17,,,Image;StillImage,image/jpeg,eng,Includes Mastodon,,,,,
south view001,South View.jpg,South View Folder Contents,South View,,Lode,,,Folder Content Sheets,Contents; South View,South View,Jefferson,Whitehall,45.91,-112.037,02N,04W,24,,,Image;StillImage,image/jpeg,eng,South View,,,,,
spar001,Spar.jpg,Spar Folder Contents,Spar,,Lode,,,Folder Content Sheets,Contents; Spar,Spar,Jefferson,Clancy,46.23222,-111.791,06N,02W,36,,,Image;StillImage,image/jpeg,eng,Just Inside Jefferson County At Head Of Johnny Gulch,,,,,
speckelator001,Speckelator.jpg,Speckelator Folder Contents,Speckelator,8018,Lode,,,Folder Content Sheets,Contents; Speckelator,Speckelator,Jefferson,Unorganized,46.28426,-112.22,06N,05W,10,,,Image;StillImage,image/jpeg,eng,,,,,,
spokane-montana mining co.001,SpokaneMontana.jpg,Spokane-Montana Mining Co. Folder Contents,Spokane-Montana Mining Co.,,N/A,,,Folder Content Sheets,Contents; Spokane-Montana Mining Co.,Spokane-Montana Mining Co.,Jefferson,N/A,,,,,,,,Image;StillImage,image/jpeg,eng,Spokane-Montana Mining Co.,,,,,
st. john001,St. John.jpg,St. John Folder Contents,St. John,,Lode,,,Folder Content Sheets,Contents; St. John,St. John,Jefferson,Boulder,,,,,,,,Image;StillImage,image/jpeg,eng,St. John,,,,,
st. lawrence001,St. Lawrence.jpg,St. Lawrence Folder Contents,St. Lawrence,10649,Lode,,,Folder Content Sheets,Contents; St. Lawrence,St. Lawrence,Jefferson,Whitetail,46.350278,-112.266111,03N,07W,19,,,Image;StillImage,image/jpeg,eng,"Adjoins Gold Dollar, North Summit Placer, South Gold Dollar, Gold Rose;",,,,,
st. lawrence001,St. Lawrence.jpg,St. Lawrence Folder Contents,St. Lawrence,6035,Lode,,,Folder Content Sheets,Contents; St. Lawrence,St. Lawrence,Jefferson,Colorado,46.3503,-112.2661,07N,05W,19,,,Image;StillImage,image/jpeg,eng,"Adjoins Gold Dollar, North Summit Placer, South Gold Dollar, Gold Rose;",,,,,
stachelberg001,Stachelberg.jpg,Stachelberg Folder Contents,Stachelberg,4449,Lode,,,Folder Content Sheets,Contents; Stachelberg,Stachelberg,Jefferson,Unorganized,46.27426,-112.28234,06N,05W,18,,,Image;StillImage,image/jpeg,eng,,,,,,
stamp001,Stamp.jpg,Stamp Folder Contents,Stamp,3192,Lode,,,Folder Content Sheets,Contents; Stamp,Stamp,Jefferson,Basin,46.27579,-112.27282,06N,05W,18,,,Image;StillImage,image/jpeg,eng,,,,,,
state001,State.jpg,State Folder Contents,State,4733,Lode,,,Folder Content Sheets,Contents; State,State,Jefferson,Big Foot,46.105,-112.223333,04N,05W,16,,,Image;StillImage,image/jpeg,eng,"Includes City, Friday, Goldleaf, County, Bill Hill, Montana, Ursa Minor Alpha, Omega & Montana Extension Lodes",,,,,
streak of luck001,Streak Of Luck.jpg,Streak Of Luck Folder Contents,Streak Of Luck,,Lode,,,Folder Content Sheets,Contents; Streak Of Luck,Streak Of Luck,Jefferson,Whitehall,45.925556,-112.0225,02N,03W,18,,,Image;StillImage,image/jpeg,eng,A/K/A Sunnyside; Part Of High Peak Mine; Includes Lucky Hit Lode,,,,,
sullivan001,Sullivan.jpg,Sullivan Folder Contents,Sullivan,,Lode,,,Folder Content Sheets,Contents; Sullivan,Sullivan,Jefferson,Alhambra,46.45139,-111.983,08N,03W,16,,,Image;StillImage,image/jpeg,eng,250' N. Of Alhambra Hot Springs,,,,,
