objectid,filename,title,claim,claim number,claim type,creator,date,description,subject,location,county,district,latitude,longitude,township,range,section,source,identifier,type,format,language,associated names,rightsstatement,,,,
drake tunnel001,Drake Tunnel.jpg,Drake Tunnel Folder Contents,Drake Tunnel,,Lode,,,Folder Content Sheets,Contents; Drake Tunnel,Drake Tunnel,Jefferson,N/A,46.3449,-112.087,07N,04W,22,,,Image;StillImage,image/jpeg,eng,Drake Tunnel,,,,,
dreamland001,Dreamland.jpg,Dreamland Folder Contents,Dreamland,10348,Lode,,,Folder Content Sheets,Contents; Dreamland,Dreamland,Jefferson,Unorganized,46.38181,-112.27888,07N,05W,6,,,Image;StillImage,image/jpeg,eng,,,,,,
dry cottonwood001,Dry Cottonwood.jpg,Dry Cottonwood Folder Contents,Dry Cottonwood,,Lode,,,Folder Content Sheets,Contents; Dry Cottonwood,Dry Cottonwood,Jefferson,Lowland,46.2585,-112.587,06N,08W,22,,,Image;StillImage,image/jpeg,eng,Includes Smaltite No. 8 Claim,,,,,
dry mountain001,Dry Mountain.jpg,Dry Mountain Folder Contents,Dry Mountain,,Lode,,,Folder Content Sheets,Contents; Dry Mountain,Dry Mountain,Jefferson,Whitetail,45.948446,-112.182223,02N,05W,2,,,Image;StillImage,image/jpeg,eng,Orvana Reconnaissance,,,,,
dt001,Dt.jpg,Dt Folder Contents,Dt,,Lode,,,Folder Content Sheets,Contents; Dt,Dt,Jefferson,Basin,46.3017,-112.337,07N,06W,31,,,Image;StillImage,image/jpeg,eng,"Includes Ore Top, Turtle Lodes",,,,,
dunbar calcite001,Dunbar Calcite.jpg,Dunbar Calcite Folder Contents,Dunbar Calcite,,Lode,,,Folder Content Sheets,Contents; Dunbar Calcite,Dunbar Calcite,Jefferson,Unorgan.,45.96972,-111.732,03N,01W,33,,,Image;StillImage,image/jpeg,eng,Dunbar Calcite,,,,,
dunstone001,Dunstone.jpg,Dunstone Folder Contents,Dunstone,2359,Lode,,,Folder Content Sheets,Contents; Dunstone,Dunstone,Jefferson,Elkhorn,46.2831,-111.9333,06N,03W,11,,,Image;StillImage,image/jpeg,eng,East Of Klondyke,,,,,
eagles nest001,Eagles Nest.jpg,Eagles Nest Folder Contents,Eagles Nest,9022,Lode,,,Folder Content Sheets,Contents; Eagles Nest,Eagles Nest,Jefferson,Alhambra,46.4067,111.9033,08N,02W,31,,,Image;StillImage,image/jpeg,eng,"Includes B And G, And R.P. Bland Claims",,,,,
east katie001,East Katie.jpg,East Katie Folder Contents,East Katie,,Lode,,,Folder Content Sheets,Contents; East Katie,East Katie,Jefferson,Alhambra,46.27102,-112.2723,06N,05W,18,,,Image;StillImage,image/jpeg,eng,"Part Of Jib Mine Group; Includes Hope, Katie And Katie Extension Claims; A/K/A White Elephant, Lot 7 Mine",,,,,
east ridge001,East Ridge.jpg,East Ridge Folder Contents,East Ridge,,Lode,,,Folder Content Sheets,Contents; East Ridge,East Ridge,Jefferson,Nez Perce,46.026944,-112.413056,03N,07W,12,,,Image;StillImage,image/jpeg,eng,East Ridge,,,,,
easter lily001,Easter Lily.jpg,Easter Lily Folder Contents,Easter Lily,10826,Lode,,,Folder Content Sheets,Contents; Easter Lily,Easter Lily,Jefferson,Pipestone,45.945278,-112.256944,02N,05W,9,,,Image;StillImage,image/jpeg,eng,A/K/A Ogle Mine,,,,,
easy money001,Easy Money.jpg,Easy Money Folder Contents,Easy Money,,Lode,,,Folder Content Sheets,Contents; Easy Money,Easy Money,Jefferson,Montana City,46.527222,-111.939444,09N,03W,23,,,Image;StillImage,image/jpeg,eng,Easy Money,,,,,
economy001,Economy.jpg,Economy Folder Contents,Economy,,Lode,,,Folder Content Sheets,Contents; Economy,Economy,Jefferson,Montana City,46.52499,-111.847,09N,02W,22,,,Image;StillImage,image/jpeg,eng,A/K/A Last Chance,,,,,
edelweiss001,Edelweiss.jpg,Edelweiss Folder Contents,Edelweiss,2544,Lode,,,Folder Content Sheets,Contents; Edelweiss,Edelweiss,Jefferson,Colorado,46.3889,-112.195,07N,05W,2,,,Image;StillImage,image/jpeg,eng,A/K/A Argentine (1565),,,,,
edelweiss mines001,Edelweiss Mines.jpg,Edelweiss Mines Folder Contents,Edelweiss Mines,2544,Lode,,,Folder Content Sheets,Contents; Edelweiss Mines,Edelweiss Mines,Jefferson,Colorado,46.3882,-112.195,07N,05W,2,,,Image;StillImage,image/jpeg,eng,Edelweiss Mines,,,,,
eldorado001,Eldorado.jpg,Eldorado Folder Contents,Eldorado,9575,Lode,,,Folder Content Sheets,Contents; Eldorado,Eldorado,Jefferson,Alhambra,46.42054,-111.90238,08N,02W,30,,,Image;StillImage,image/jpeg,eng,,,,,,
elkader001,Elkader.jpg,Elkader Folder Contents,Elkader,2028,Lode,,,Folder Content Sheets,Contents; Elkader,Elkader,Jefferson,Colorado,46.36172,-112.14135,07N,04W,17,,,Image;StillImage,image/jpeg,eng,A/K/A Little Nancy,,,,,
elkhorn001,Elkhorn.jpg,Elkhorn Folder Contents,Elkhorn,2516,Lode,,,Folder Content Sheets,Contents; Elkhorn,Elkhorn,Jefferson,Elkhorn,46.27823,-111.94192,06N,03W,14,,,Image;StillImage,image/jpeg,eng,Elkhorn - Aka A/K/A A.M. Holter Mine,,,,,
elkhorn mining company001,Elkhorn Mining Company.jpg,Elkhorn Mining Company Folder Contents,Elkhorn Mining Company,,Lode,,,Folder Content Sheets,Contents; Elkhorn Mining Company,Elkhorn Mining Company,Jefferson,Elkhorn,46.475278,-112.025833,08N,03W,6,,,Image;StillImage,image/jpeg,eng,Elkhorn Mining Company,,,,,
elkhorn peak001,Elkhorn Peak.jpg,Elkhorn Peak Folder Contents,Elkhorn Peak,,Lode,,,Folder Content Sheets,Contents; Elkhorn Peak,Elkhorn Peak,Jefferson,Elkhorn,46.475278,-112.025833,07N,03W,36,,,Image;StillImage,image/jpeg,eng,"Elkhorn Peak - A/K/A Iron Mine, And Iron Mountain Number 1",,,,,
elkhorn queen001,Elkhorn Queen.jpg,Elkhorn Queen Folder Contents,Elkhorn Queen,2054,Lode,,,Folder Content Sheets,Contents; Elkhorn Queen,Elkhorn Queen,Jefferson,Elkhorn,46.2453574,-111.9452236,06N,03W,26,,,Image;StillImage,image/jpeg,eng,Elkhorn Queen,,,,,
elkhorn skyline001,Elkhorn Skyline.jpg,Elkhorn Skyline Folder Contents,Elkhorn Skyline,,Lode,,,Folder Content Sheets,Contents; Elkhorn Skyline,Elkhorn Skyline,Jefferson,Elkhorn,46.2902067,-111.8888764,06N,03W,,,,Image;StillImage,image/jpeg,eng,Elkhorn Skyline,,,,,
ella & m.s.001,Ella & M.S..jpg,Ella & M.S. Folder Contents,Ella & M.S.,2427,Lode,,,Folder Content Sheets,Contents; Ella & M.S.,Ella & M.S.,Jefferson,Boulder,46.2865,-112.13152,06N,04W,8,,,Image;StillImage,image/jpeg,eng,,,,,,
emily c lode001,Emily C Lode.jpg,Emily C Lode Folder Contents,Emily C Lode,,Lode,,,Folder Content Sheets,Contents; Emily C Lode,Emily C Lode,Jefferson,Rocker,46.34285,-112.21402,07N,05W,22,,,Image;StillImage,image/jpeg,eng,Emily C Lode,,,,,
emma bell001,Emma Bell.jpg,Emma Bell Folder Contents,Emma Bell,494,Lode,,,Folder Content Sheets,Contents; Emma Bell,Emma Bell,Jefferson,Boulder,46.29338,-112.14986,06N,04W,7,,,Image;StillImage,image/jpeg,eng,"A/K/A Molly Mc Gregor, Aldolphus; From Boulder, 4 Mi. N On Boomerang Creek Road",,,,,
enterprise001,Enterprise.jpg,Enterprise Folder Contents,Enterprise,1329,Lode,,,Folder Content Sheets,Contents; Enterprise,Enterprise,Jefferson,Basin,46.39722,-112.2922,08N,06W,36,,,Image;StillImage,image/jpeg,eng,A/K/A Enterprize: Worked In Conjunction With Buckeye Mine,,,,,
eureka001,Eureka.jpg,Eureka Folder Contents,Eureka,,Lode,,,Folder Content Sheets,Contents; Eureka,Eureka,Jefferson,Beaver Gulch,46.17169,-112.27652,05N,05W,19,,,Image;StillImage,image/jpeg,eng,10 Miles Sw On Little Boulder River Road; 3 Mi. Nw By Trail,,,,,
eureka001,Eureka.jpg,Eureka Folder Contents,Eureka,,Lode,,,Folder Content Sheets,Contents; Eureka,Eureka,Jefferson,Montana City,46.5111,-111.8209,09N,02W,26,,,Image;StillImage,image/jpeg,eng,5 Miles Up Mcclellan Creek,,,,,
eureka001,Eureka.jpg,Eureka Folder Contents,Eureka,10487,Lode,,,Folder Content Sheets,Contents; Eureka,Eureka,Jefferson,Basin,46.1864,-112.3787,05N,06W,17,,,Image;StillImage,image/jpeg,eng,10 Miles Sw On Little Boulder River Road; 3 Mi. Nw By Trail,,,,,
eva may001,Eva May.jpg,Eva May Folder Contents,Eva May,4052,Lode,,,Folder Content Sheets,Contents; Eva May,Eva May,Jefferson,Cataract,46.3489,-112.2247,07N,05W,22,,,Image;StillImage,image/jpeg,eng,Part Of Crystal-Bullion Vein System,,,,,
evening star001,Evening Star.jpg,Evening Star Folder Contents,Evening Star,,Lode,,,Folder Content Sheets,Contents; Evening Star,Evening Star,Jefferson,Basin,46.3306,-112.2556,07N,05W,29,,,Image;StillImage,image/jpeg,eng,Evening Star,,,,,
ex001,Ex.jpg,Ex Folder Contents,Ex,,Lode,,,Folder Content Sheets,Contents; Ex,Ex,Jefferson,Basin,46.3449,-112.212,07N,05W,22,,,Image;StillImage,image/jpeg,eng,"Group Includes Hartford, Cottonwood, Tennie, Flat-Rion, Phoenix Claims",,,,,
examiner001,Examiner.jpg,Examiner Folder Contents,Examiner,,Lode,,,Folder Content Sheets,Contents; Examiner,Examiner,Jefferson,Whitehall,45.92139,-112.04,02N,04W,13,,,Image;StillImage,image/jpeg,eng,A/K/A Two Dots And A Dash,,,,,
excelsior001,Excelsior.jpg,Excelsior Folder Contents,Excelsior,,Lode,,,Folder Content Sheets,Contents; Excelsior,Excelsior,Jefferson,Whitehall,45.9115,-112.024,02N,03W,19,,,Image;StillImage,image/jpeg,eng,Excelsior,,,,,
fair hope001,Fair Hope.jpg,Fair Hope Folder Contents,Fair Hope,10441,Lode,,,Folder Content Sheets,Contents; Fair Hope,Fair Hope,Jefferson,Cataract,46.27192,-112.27842,06N,05W,18,,,Image;StillImage,image/jpeg,eng,,,,,,
fairview001,Fairview.jpg,Fairview Folder Contents,Fairview,,Lode,,,Folder Content Sheets,Contents; Fairview,Fairview,Jefferson,Boulder,46.300278,-112.130833,06N,04W,5,,,Image;StillImage,image/jpeg,eng,Fairview,,,,,
fenian001,Fenian.jpg,Fenian Folder Contents,Fenian,,Lode,,,Folder Content Sheets,Contents; Fenian,Fenian,Jefferson,Boulder,46.2873,-112.1078,06N,04W,9,,,Image;StillImage,image/jpeg,eng,"Group Includes Welling, O'Connell,  Magna Charta, Paul Jones, Spencer, Robert Emmett, Amazon Lodes",,,,,
first chance001,First Chance.jpg,First Chance Folder Contents,First Chance,10512,Lode,,,Folder Content Sheets,Contents; First Chance,First Chance,Jefferson,Cataract,46.2729,-112.2537,06N,05W,17,,,Image;StillImage,image/jpeg,eng,,,,,,
flagstaff001,Flagstaff.jpg,Flagstaff Folder Contents,Flagstaff,2122,Lode,,,Folder Content Sheets,Contents; Flagstaff,Flagstaff,Jefferson,Colorado,46.3897,-112.1147,07N,04W,5,,,Image;StillImage,image/jpeg,eng,Flagstaff,,,,,
florence group001,Florence Group.jpg,Florence Group Folder Contents,Florence Group,,Lode,,,Folder Content Sheets,Contents; Florence Group,Florence Group,Jefferson,Whitehall,45.92583,-112.022,02N,03W,18,,,Image;StillImage,image/jpeg,eng,,,,,,
fourth of july & fifth of july001,Fourth Of July & Fifth Of July.jpg,Fourth Of July & Fifth Of July Folder Contents,Fourth Of July & Fifth Of July,,Lode,,,Folder Content Sheets,Contents; Fourth Of July & Fifth Of July,Fourth Of July & Fifth Of July,Jefferson,N/A,46.027778,-112.433889,03N,07W,11,,,Image;StillImage,image/jpeg,eng,Fourth Of July & Fifth Of July,,,,,
franklin001,Franklin.jpg,Franklin Folder Contents,Franklin,,Lode,,,Folder Content Sheets,Contents; Franklin,Franklin,Jefferson,Basin,46.28388,-112.404,06N,06W,7,,,Image;StillImage,image/jpeg,eng,Franklin,,,,,
franklin mine001,Franklin Mine.jpg,Franklin Mine Folder Contents,Franklin Mine,,Lode,,,Folder Content Sheets,Contents; Franklin Mine,Franklin Mine,Jefferson,Scratch Gravel,46.6411,-112.0736,10N,04W,11,,,Image;StillImage,image/jpeg,eng,Franklin Mine,,,,,
free coinage001,Free Coinage.jpg,Free Coinage Folder Contents,Free Coinage,4452,Lode,,,Folder Content Sheets,Contents; Free Coinage,Free Coinage,Jefferson,Clancy,46.48555,-112.033,08N,03W,6,,,Image;StillImage,image/jpeg,eng,"A/K/A Little Alma; Includes Little Alma (4487), Silver King (4553)",,,,,
free enterprise001,Free Enterprise.jpg,Free Enterprise Folder Contents,Free Enterprise,10857,Lode,,,Folder Content Sheets,Contents; Free Enterprise,Free Enterprise,Jefferson,Boulder,46.255,-112.147222,06N,04W,19,,,Image;StillImage,image/jpeg,eng,A/K/A Silver Bell,,,,,
frohner001,Frohner.jpg,Frohner Folder Contents,Frohner,,Lode,,,Folder Content Sheets,Contents; Frohner,Frohner,Jefferson,Clancy,46.448611,-112.194444,08N,05W,14,,,Image;StillImage,image/jpeg,eng,A/K/A Good Friday; Nellie Grant Mines,,,,,
g.w. no. 2001,G.W. No. 2.jpg,G.W. No. 2 Folder Contents,G.W. No. 2,,Lode,,,Folder Content Sheets,Contents; G.W. No. 2,G.W. No. 2,Jefferson,Beaver Gulch,46.417,-111.7328,08N,01W,28,,,Image;StillImage,image/jpeg,eng,Originally The Elgatar No. 10 Claim,,,,,
galena gulch001,Galena Gulch.jpg,Galena Gulch Folder Contents,Galena Gulch,,Lode,,,Folder Content Sheets,Contents; Galena Gulch,Galena Gulch,Jefferson,Basin,46.2188172,-112.246952,06N,05W,,,,Image;StillImage,image/jpeg,eng,,,,,,
garnet & chlorite deposit001,Garnet & Chlorite Deposit.jpg,Garnet & Chlorite Deposit Folder Contents,Garnet & Chlorite Deposit,,Lode,,,Folder Content Sheets,Contents; Garnet & Chlorite Deposit,Garnet & Chlorite Deposit,Jefferson,N/A,46.54,-111.2945,09N,03E,13,,,Image;StillImage,image/jpeg,eng,Garnet & Chlorite Deposit,,,,,
george001,George.jpg,George Folder Contents,George,,Lode,,,Folder Content Sheets,Contents; George,George,Jefferson,Montana City,46.5255,-111.8419,09N,02W,22,,,Image;StillImage,image/jpeg,eng,In Mitchell Gulch,,,,,
george extension001,George Extension.jpg,George Extension Folder Contents,George Extension,10510,Lode,,,Folder Content Sheets,Contents; George Extension,George Extension,Jefferson,Basin,46.2729,-112.2537,06N,05W,17,,,Image;StillImage,image/jpeg,eng,Adjoins Washingtonn (5848),,,,,
golconda001,Golconda.jpg,Golconda Folder Contents,Golconda,,Lode,,,Folder Content Sheets,Contents; Golconda,Golconda,Jefferson,Alhambra,46.33119,-112.002558,07N,03W,29,,,Image;StillImage,image/jpeg,eng,"A/K/A Golden Assets, Reliance Mine; Includes Gold Coin Nos. 1-5; Gold Coin 7, Gold Coin Placer, Gold Coin Fraction No. 6, Blue Jacket, Yellow Jacket, Yellow Jacket M.S. Claims",,,,,
golconda001,Golconda.jpg,Golconda Folder Contents,Golconda,5130,Lode,,,Folder Content Sheets,Contents; Golconda,Golconda,Jefferson,Basin,46.29764,-112.2035,06N,05W,3,,,Image;StillImage,image/jpeg,eng,"A/K/A Golden Assets, Reliance Mine; Includes Gold Coin Nos. 1-5; Gold Coin 7, Gold Coin Placer, Gold Coin Fraction No. 6, Blue Jacket, Yellow Jacket, Yellow Jacket M.S. Claims",,,,,
gold bug001,Gold Bug.jpg,Gold Bug Folder Contents,Gold Bug,7038,Lode,,,Folder Content Sheets,Contents; Gold Bug,Gold Bug,Jefferson,Homestake,45.95333,-112.395,02N,06W,6,,,Image;StillImage,image/jpeg,eng,Gold Bug,,,,,
gold bug001,Gold Bug.jpg,Gold Bug Folder Contents,Gold Bug,,Lode,,,Folder Content Sheets,Contents; Gold Bug,Gold Bug,Jefferson,Nez Perce,46.0104,-112.4363,03N,07W,14,,,Image;StillImage,image/jpeg,eng,Gold Bug,,,,,
gold dollar001,Gold Dollar.jpg,Gold Dollar Folder Contents,Gold Dollar,10648,Lode,,,Folder Content Sheets,Contents; Gold Dollar,Gold Dollar,Jefferson,Pipestone,46.0249,-112.4363,03N,07W,11,,,Image;StillImage,image/jpeg,eng,"Adjoins St. Lawrence, Unoccupied, Nellie, Hill Side Claims",,,,,
golden age001,Golden Age.jpg,Golden Age Folder Contents,Golden Age,,Lode,,,Folder Content Sheets,Contents; Golden Age,Golden Age,Jefferson,Elkhorn,46.3586,-111.845,07N,02W,15,,,Image;StillImage,image/jpeg,eng,"A/K/A Deer Horn, Callahan",,,,,
golden assets001,Golden Assets.jpg,Golden Assets Folder Contents,Golden Assets,,Lode,,,Folder Content Sheets,Contents; Golden Assets,Golden Assets,Jefferson,Alhambra,46.330556,-112.255556,07N,05W,20,,,Image;StillImage,image/jpeg,eng,Golden Asset,,,,,
golden curry001,Golden Curry.jpg,Golden Curry Folder Contents,Golden Curry,,Lode,,,Folder Content Sheets,Contents; Golden Curry,Golden Curry,Jefferson,Elkhorn,46.28619,-111.96455,06N,03W,10,,,Image;StillImage,image/jpeg,eng,"A/K/A Sourdough, Jacquemin, Jacqueline",,,,,
golden dream001,Golden Dream.jpg,Golden Dream Folder Contents,Golden Dream,7176,Lode,,,Folder Content Sheets,Contents; Golden Dream,Golden Dream,Jefferson,Elkhorn,46.28451,-111.95754,06N,03W,10,,,Image;StillImage,image/jpeg,eng,,,,,,
golden eagle001,Golden Eagle.jpg,Golden Eagle Folder Contents,Golden Eagle,,Lode,,,Folder Content Sheets,Contents; Golden Eagle,Golden Eagle,Jefferson,Lowland,,,,,,,,Image;StillImage,image/jpeg,eng,Golden Eagle,,,,,
golden moss001,Golden Moss.jpg,Golden Moss Folder Contents,Golden Moss,2775,Lode,,,Folder Content Sheets,Contents; Golden Moss,Golden Moss,Jefferson,Elkhorn,46.28852,-111.93984,06N,03W,11,,,Image;StillImage,image/jpeg,eng,Includes Peacock Mine,,,,,
golden point001,Golden Point.jpg,Golden Point Folder Contents,Golden Point,,Lode,,,Folder Content Sheets,Contents; Golden Point,Golden Point,Jefferson,Boulder,46.28583,-112.134,06N,04W,8,,,Image;StillImage,image/jpeg,eng,"A/K/A Ella, West Ella",,,,,
golden sunlight001,Golden Sunlight.jpg,Golden Sunlight Folder Contents,Golden Sunlight,,Lode,,,Folder Content Sheets,Contents; Golden Sunlight,Golden Sunlight,Jefferson,Whitehall,45.898889,-112.034722,02N,03W,17,,,Image;StillImage,image/jpeg,eng,"Original Group Included Telluride, Sunlight, Last Chance",,,,,
golden west mining & milling001,Golden West Mining & Milling.jpg,Golden West Mining & Milling Folder Contents,Golden West Mining & Milling,,C,,,Folder Content Sheets,Contents; Golden West Mining & Milling,Golden West Mining & Milling,Jefferson,Whitehall,45.9115,-111.9615,02N,03W,22,,,Image;StillImage,image/jpeg,eng,"Adjoins Columbia; Group Includes Gold King, Red Dragon, White Rose, Goodrich, Valley View, Fairbank, New York, Mountain Queen, Wall Street, North Pole Claims",,,,,
good cheer001,Good Cheer.jpg,Good Cheer Folder Contents,Good Cheer,,Lode,,,Folder Content Sheets,Contents; Good Cheer,Good Cheer,Jefferson,Alhambra,46.44471,-111.88014,08N,02W,17,,,Image;StillImage,image/jpeg,eng,A/K/A Potee,,,,,
grand view001,Grand View.jpg,Grand View Folder Contents,Grand View,8804,Lode,,,Folder Content Sheets,Contents; Grand View,Grand View,Jefferson,Boulder,46.44122,-111.92817,08N,03W,13,,,Image;StillImage,image/jpeg,eng,See Butte-Wallstreet File; Near Balentine & Union Claims,,,,,
granite mountain001,Granite Mountain.jpg,Granite Mountain Folder Contents,Granite Mountain,5807,Lode,,,Folder Content Sheets,Contents; Granite Mountain,Granite Mountain,Jefferson,Alhambra,46.35975,-112.23363,07N,05W,16,,,Image;StillImage,image/jpeg,eng,"Group Includes Glack Bear, Mountain View, Gold Finch Claims",,,,,
gray eagle001,Gray Eagle.jpg,Gray Eagle Folder Contents,Gray Eagle,,Lode,,,Folder Content Sheets,Contents; Gray Eagle,Gray Eagle,Jefferson,Basin,46.31333,-112.198,07N,05W,35,,,Image;StillImage,image/jpeg,eng,Eventually Part Of Comet (Rumley) Mines,,,,,
gray lead001,Gray Lead.jpg,Gray Lead Folder Contents,Gray Lead,,Lode,,,Folder Content Sheets,Contents; Gray Lead,Gray Lead,Jefferson,Basin,46.35916,-112.239,07N,05W,16,,,Image;StillImage,image/jpeg,eng,8 Mi. North Of Basin On Cataract Creek,,,,,
great northern001,Great Northern.jpg,Great Northern Folder Contents,Great Northern,6276,Lode,,,Folder Content Sheets,Contents; Great Northern,Great Northern,Jefferson,Amazon,46.29161,-112.11499,06N,04W,9,,,Image;StillImage,image/jpeg,eng,Great Northern,,,,,
gregory001,Gregory.jpg,Gregory Folder Contents,Gregory,427,Lode,,,Folder Content Sheets,Contents; Gregory,Gregory,Jefferson,Colorado,46.3897,-112.1147,07N,04W,4,,,Image;StillImage,image/jpeg,eng,"Includes Bonner, Compromise, Gregory & Gregory Millsite, Matchless",,,,,
hackinsac001,Hackinsac.jpg,Hackinsac Folder Contents,Hackinsac,,Lode,,,Folder Content Sheets,Contents; Hackinsac,Hackinsac,Jefferson,Homestake,46.0136,-112.3158,03N,06W,14,,,Image;StillImage,image/jpeg,eng,Includes Alturist,,,,,
hardcash001,Hardcash.jpg,Hardcash Folder Contents,Hardcash,,Lode,,,Folder Content Sheets,Contents; Hardcash,Hardcash,Jefferson,Elkhorn,46.28,-111.948,06N,03W,2,,,Image;StillImage,image/jpeg,eng,A/K/A Dolcoath,,,,,
hardmore group001,Hardmore Group.jpg,Hardmore Group Folder Contents,Hardmore Group,,Lode,,,Folder Content Sheets,Contents; Hardmore Group,Hardmore Group,Jefferson,Elkhorn,46.39166,-111.879,07N,02W,5,,,Image;StillImage,image/jpeg,eng,Hardmore Group,,,,,
harriet001,Harriet.jpg,Harriet Folder Contents,Harriet,,Lode,,,Folder Content Sheets,Contents; Harriet,Harriet,Jefferson,Elkhorn,46.4314,-111.9411,08N,03W,23,,,Image;StillImage,image/jpeg,eng,"Includes Ruth, Queen Lodes; 2 Mi. So. Of Elkhorn",,,,,
hattie bell001,Hattie Bell.jpg,Hattie Bell Folder Contents,Hattie Bell,1554,Lode,,,Folder Content Sheets,Contents; Hattie Bell,Hattie Bell,Jefferson,Cataract,46.0249,-112.4363,03N,07W,2,,,Image;StillImage,image/jpeg,eng,,,,,,
hattie furguson001,Hattie Furguson.jpg,Hattie Furguson Folder Contents,Hattie Furguson,8930,Lode,,,Folder Content Sheets,Contents; Hattie Furguson,Hattie Furguson,Jefferson,Basin,46.3328,-112.2472,07N,05W,29,,,Image;StillImage,image/jpeg,eng,Hattie Furguson,,,,,
hawkeye001,Hawkeye.jpg,Hawkeye Folder Contents,Hawkeye,,Lode,,,Folder Content Sheets,Contents; Hawkeye,Hawkeye,Jefferson,Basin,46.37389,-112.276,07N,05W,7,,,Image;StillImage,image/jpeg,eng,"Adjoins Red Rock, Monti Cristo, Dreamland, Pilot, Merchant, Little Owen, Ethel, Mary Pearl And Virginia Patented Claims; Buckeye, Josephine, Bullion, Crystal, Katie Leith, Lady Leith, Magdalena, Dorthea",,,,,
hawkeye placer001,Hawkeye Placer.jpg,Hawkeye Placer Folder Contents,Hawkeye Placer,,Lode,,,Folder Content Sheets,Contents; Hawkeye Placer,Hawkeye Placer,Jefferson,Alhambra,46.34027,-111.791,07N,02W,24,,,Image;StillImage,image/jpeg,eng,Hawkeye Placer,,,,,
heagan001,Heagan.jpg,Heagan Folder Contents,Heagan,10691,Lode,,,Folder Content Sheets,Contents; Heagan,Heagan,Jefferson,Elkhorn,46.28107,-111.95321,06N,03W,11,,,Image;StillImage,image/jpeg,eng,"A/K/A Heggen, Heagen; Group Includes Bird'S Eye, Montana, Hazen, Park, Gold Hill",,,,,
hector001,Hector.jpg,Hector Folder Contents,Hector,9891,Lode,,,Folder Content Sheets,Contents; Hector,Hector,Jefferson,Basin,46.29574,-112.28201,06N,05W,6,,,Image;StillImage,image/jpeg,eng,,,,,,
helena-jefferson001,HelenaJefferson.jpg,Helena-Jefferson Folder Contents,Helena-Jefferson,,Lode,,,Folder Content Sheets,Contents; Helena-Jefferson,Helena-Jefferson,Jefferson,Colorado,46.35944,-112.046,07N,04W,13,,,Image;StillImage,image/jpeg,eng,A/K/A Hoy,,,,,
helper001,Helper.jpg,Helper Folder Contents,Helper,4803,Lode,,,Folder Content Sheets,Contents; Helper,Helper,Jefferson,Cataract,46.26127,-112.25879,06N,05W,20,,,Image;StillImage,image/jpeg,eng,,,,,,
hiawatha001,Hiawatha.jpg,Hiawatha Folder Contents,Hiawatha,2919,Lode,,,Folder Content Sheets,Contents; Hiawatha,Hiawatha,Jefferson,Basin,46.30534,-112.22196,06N,05W,3,,,Image;StillImage,image/jpeg,eng,,,,,,
hidden treasure001,Hidden Treasure.jpg,Hidden Treasure Folder Contents,Hidden Treasure,9409,Lode,,,Folder Content Sheets,Contents; Hidden Treasure,Hidden Treasure,Jefferson,Homestake,46.286944,-112.276111,06N,05W,5,,,Image;StillImage,image/jpeg,eng,Adjoins Blue Ridge Lode,,,,,
high grade001,High Grade.jpg,High Grade Folder Contents,High Grade,6075,Lode,,,Folder Content Sheets,Contents; High Grade,High Grade,Jefferson,Beef Straight,45.999,-112.3367,03N,06W,,,,Image;StillImage,image/jpeg,eng,,,,,,
high ore001,High Ore.jpg,High Ore Folder Contents,High Ore,,Lode,,,Folder Content Sheets,Contents; High Ore,High Ore,Jefferson,Basin,46.295,-112.196667,07N,05W,2,,,Image;StillImage,image/jpeg,eng,A/K/A Montana Consolidated,,,,,
high ore creek placer001,High Ore Creek Placer.jpg,High Ore Creek Placer Folder Contents,High Ore Creek Placer,466,Placer,,,Folder Content Sheets,Contents; High Ore Creek Placer,High Ore Creek Placer,Jefferson,Basin,46.2949,-112.19758,06N,05W,2,,,Image;StillImage,image/jpeg,eng,By King Cole,,,,,
high peak001,High Peak.jpg,High Peak Folder Contents,High Peak,,Lode,,,Folder Content Sheets,Contents; High Peak,High Peak,Jefferson,Whitehall,45.9261,-112.0449,02N,04W,13,,,Image;StillImage,image/jpeg,eng,"Near To Streak Of Luck, Lucky Hit, Florence, Sunny Side; A/K/A Lucky Hit",,,,,
highland001,Highland.jpg,Highland Folder Contents,Highland,1621,Lode,,,Folder Content Sheets,Contents; Highland,Highland,Jefferson,Basin,46.28024,-112.28211,06N,05W,7,,,Image;StillImage,image/jpeg,eng,"Near Buckeye, Overland",,,,,
hinman001,Hinman.jpg,Hinman Folder Contents,Hinman,,Lode,,,Folder Content Sheets,Contents; Hinman,Hinman,Jefferson,Clancy,46.47527,-112.026,08N,03W,4,,,Image;StillImage,image/jpeg,eng,"A/K/A President'S Group, King Solomon Group, Haynes; Includes W. Wilson, A. Lincoln, G. Washington, Forty-Niner",,,,,
hobo001,Hobo.jpg,Hobo Folder Contents,Hobo,10561,Lode,,,Folder Content Sheets,Contents; Hobo,Hobo,Jefferson,Little Pipestone,46.275,-111.922222,06N,03W,13,,,Image;StillImage,image/jpeg,eng,Adjoins Sunflower & Welcome Stranger Lodes,,,,,
hockey001,Hockey.jpg,Hockey Folder Contents,Hockey,10609,Lode,,,Folder Content Sheets,Contents; Hockey,Hockey,Jefferson,Basin,46.31276,-112.17373,07N,05W,36,,,Image;StillImage,image/jpeg,eng,"Adjoins Comet, Will Parkison Lodes",,,,,
