title,creator,date,description,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement,object_thumb,object_download,reference_url
"Golden Gate Folder Contents","","","Folder Contents","Contents;Golden Gate","Beaverhead","45.26833","-112.91","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/golden_gate_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Golden_Gate.jpg","/Information/Collections/Mine-Files/Beaverhead/items/golden_gate001.html"
"Golden Leaf Folder Contents","","","Folder Contents","Contents;Golden Leaf","Beaverhead","45.1556","-112.9844","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/golden_leaf_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Golden_Leaf.jpg","/Information/Collections/Mine-Files/Beaverhead/items/golden_leaf001.html"
"Goldfinch Folder Contents","","","Folder Contents","Contents;Goldfinch","Beaverhead","45.3075","-112.9","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/goldfinch_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Goldfinch.jpg","/Information/Collections/Mine-Files/Beaverhead/items/goldfinch001.html"
"Goldmont Folder Contents","","","Folder Contents","Contents;Goldmont","Beaverhead","45.1676","-112.9972","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/goldmont_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Goldmont.jpg","/Information/Collections/Mine-Files/Beaverhead/items/goldmont001.html"
"Goldsmith Folder Contents","","","Folder Contents","Contents;Goldsmith","Beaverhead","45.2878","-112.8725","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/goldsmith_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Goldsmith.jpg","/Information/Collections/Mine-Files/Beaverhead/items/goldsmith001.html"
"Goldstone Folder Contents","","","Folder Contents","Contents;Goldstone","Beaverhead","","","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/goldstone_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Goldstone.jpg","/Information/Collections/Mine-Files/Beaverhead/items/goldstone001.html"
"Goodview Folder Contents","","","Folder Contents","Contents;Goodview","Beaverhead","45.30694","-112.8819","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/goodview_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Goodview.jpg","/Information/Collections/Mine-Files/Beaverhead/items/goodview001.html"
"Governor Folder Contents","","","Folder Contents","Contents;Governor","Beaverhead","45.48599","-113.0705","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/governor_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Governor.jpg","/Information/Collections/Mine-Files/Beaverhead/items/governor001.html"
"Governor Tilden Folder Contents","","","Folder Contents","Contents;Governor Tilden","Beaverhead","45.31278","-112.87333","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/governor_tilden_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Governor_Tilden.jpg","/Information/Collections/Mine-Files/Beaverhead/items/governor_tilden001.html"
"Grace No 1 Prospect Folder Contents","","","Folder Contents","Contents;Grace No 1 Prospect","Beaverhead","44.63095","-112.92718","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/grace_no_1_prospect_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Grace_No_1_Prospect.jpg","/Information/Collections/Mine-Files/Beaverhead/items/grace_no_1_prospect001.html"
"Graphite Deposit Folder Contents","","","Folder Contents","Contents;Graphite Deposit","Beaverhead","","","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/graphite_deposit_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Graphite_Deposit.jpg","/Information/Collections/Mine-Files/Beaverhead/items/graphite_deposit001.html"
"Grasshopper 1 Lode Folder Contents","","","Folder Contents","Contents;Grasshopper 1 Lode","Beaverhead","45.1492","112.9853","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/grasshopper_1_lode_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Grasshopper_1_Lode.jpg","/Information/Collections/Mine-Files/Beaverhead/items/grasshopper_1_lode001.html"
"Grasshopper Placer Folder Contents","","","Folder Contents","Contents;Grasshopper Placer","Beaverhead","45.1353","-112.9419","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/grasshopper_placer_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Grasshopper_Placer.jpg","/Information/Collections/Mine-Files/Beaverhead/items/grasshopper_placer001.html"
"Grasshopper Prospect Folder Contents","","","Folder Contents","Contents;Grasshopper Prospect","Beaverhead","45.1567","-112.9186","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/grasshopper_prospect_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Grasshopper_Prospect.jpg","/Information/Collections/Mine-Files/Beaverhead/items/grasshopper_prospect001.html"
"Gray Jockey Folder Contents","","","Folder Contents","Contents;Gray Jockey","Beaverhead","45.695","-112.9311","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/gray_jockey_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Gray_Jockey.jpg","/Information/Collections/Mine-Files/Beaverhead/items/gray_jockey001.html"
"Graybird Folder Contents","","","Folder Contents","Contents;Graybird","Beaverhead","45.2844","-112.8508","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/graybird_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Graybird.jpg","/Information/Collections/Mine-Files/Beaverhead/items/graybird001.html"
"Great Western Folder Contents","","","Folder Contents","Contents;Great Western","Beaverhead","45.7186","-112.9033","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/great_western_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Great_Western.jpg","/Information/Collections/Mine-Files/Beaverhead/items/great_western001.html"
"Green Lizard Folder Contents","","","Folder Contents","Contents;Green Lizard","Beaverhead","45.6914","-112.9319","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/green_lizard_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Green_Lizard.jpg","/Information/Collections/Mine-Files/Beaverhead/items/green_lizard001.html"
"Greenstone Folder Contents","","","Folder Contents","Contents;Greenstone","Beaverhead","45.4128","-112.8033","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/greenstone_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Greenstone.jpg","/Information/Collections/Mine-Files/Beaverhead/items/greenstone001.html"
"Greenwich Folder Contents","","","Folder Contents","Contents;Greenwich","Beaverhead","","","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/greenwich_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Greenwich.jpg","/Information/Collections/Mine-Files/Beaverhead/items/greenwich001.html"
"Greenwood Tailings Folder Contents","","","Folder Contents","Contents;Greenwood Tailings","Beaverhead","","","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/greenwood_tailings_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Greenwood_Tailings.jpg","/Information/Collections/Mine-Files/Beaverhead/items/greenwood_tailings001.html"
"Grotto Folder Contents","","","Folder Contents","Contents;Grotto","Beaverhead","45.487","-113.0486","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/grotto_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Grotto.jpg","/Information/Collections/Mine-Files/Beaverhead/items/grotto001.html"
"Ground Hog Folder Contents","","","Folder Contents","Contents;Ground Hog","Beaverhead","45.3083","-112.8769","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/ground_hog_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Ground_Hog.jpg","/Information/Collections/Mine-Files/Beaverhead/items/ground_hog001.html"
"Guy Folder Contents","","","Folder Contents","Contents;Guy","Beaverhead","45.4589","-113.0528","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/guy_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Guy.jpg","/Information/Collections/Mine-Files/Beaverhead/items/guy001.html"
"H S Folder Contents","","","Folder Contents","Contents;H S","Beaverhead","44.8894","-113.1939","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/h_s_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/H_S.jpg","/Information/Collections/Mine-Files/Beaverhead/items/h_s001.html"
"Haggerty Folder Contents","","","Folder Contents","Contents;Haggerty","Beaverhead","45.3922","-112.8228","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/haggerty_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Haggerty.jpg","/Information/Collections/Mine-Files/Beaverhead/items/haggerty001.html"
"Hamilton Folder Contents","","","Folder Contents","Contents;Hamilton","Beaverhead","","","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/hamilton_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Hamilton.jpg","/Information/Collections/Mine-Files/Beaverhead/items/hamilton001.html"
"Hand Mine Folder Contents","","","Folder Contents","Contents;Hand Mine","Beaverhead","45.2869","-112.865","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/hand_mine_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Hand_Mine.jpg","/Information/Collections/Mine-Files/Beaverhead/items/hand_mine001.html"
"Hazel Folder Contents","","","Folder Contents","Contents;Hazel","Beaverhead","45.47137","-113.04979","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/hazel_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Hazel.jpg","/Information/Collections/Mine-Files/Beaverhead/items/hazel001.html"
"Hecla Folder Contents","","","Folder Contents","Contents;Hecla","Beaverhead","45.601188","-112.935545","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/hecla_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Hecla.jpg","/Information/Collections/Mine-Files/Beaverhead/items/hecla001.html"
"Helena Folder Contents","","","Folder Contents","Contents;Helena","Beaverhead","","","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/helena_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Helena.jpg","/Information/Collections/Mine-Files/Beaverhead/items/helena001.html"
"Hendricks Folder Contents","","","Folder Contents","Contents;Hendricks","Beaverhead","45.1556","-112.9961","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/hendricks_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Hendricks.jpg","/Information/Collections/Mine-Files/Beaverhead/items/hendricks001.html"
"Hidden Treasure Folder Contents","","","Folder Contents","Contents;Hidden Treasure","Beaverhead","45.503","-112.59838","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/hidden_treasure_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Hidden_Treasure.jpg","/Information/Collections/Mine-Files/Beaverhead/items/hidden_treasure001.html"
"Hillside Folder Contents","","","Folder Contents","Contents;Hillside","Beaverhead","45.1519","-112.9853","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/hillside_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Hillside.jpg","/Information/Collections/Mine-Files/Beaverhead/items/hillside001.html"
"Hoffman Group Folder Contents","","","Folder Contents","Contents;Hoffman Group","Beaverhead","45.47386","-112.70159","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/hoffman_group_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Hoffman_Group.jpg","/Information/Collections/Mine-Files/Beaverhead/items/hoffman_group001.html"
"Hogback Folder Contents","","","Folder Contents","Contents;Hogback","Beaverhead","45.4","-112.5994","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/hogback_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Hogback.jpg","/Information/Collections/Mine-Files/Beaverhead/items/hogback001.html"
"Homestake Folder Contents","","","Folder Contents","Contents;Homestake","Beaverhead","45.47571","-113.05767","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/homestake_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Homestake.jpg","/Information/Collections/Mine-Files/Beaverhead/items/homestake001.html"
"Homestake T14S R12W Folder Contents","","","Folder Contents","Contents;Homestake T14S R12W","Beaverhead","","","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/homestake_t14s_r12w_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Homestake_T14S_R12W.jpg","/Information/Collections/Mine-Files/Beaverhead/items/homestake_t14s_r12w001.html"
"Horace Folder Contents","","","Folder Contents","Contents;Horace","Beaverhead","45.1489","-112.9819","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/horace_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Horace.jpg","/Information/Collections/Mine-Files/Beaverhead/items/horace001.html"
"Horn Silver Folder Contents","","","Folder Contents","Contents;Horn Silver","Beaverhead","45.3083","-112.8744","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/horn_silver_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Horn_Silver.jpg","/Information/Collections/Mine-Files/Beaverhead/items/horn_silver001.html"
"Horse Prairie Folder Contents","","","Folder Contents","Contents;Horse Prairie","Beaverhead","","","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/horse_prairie_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Horse_Prairie.jpg","/Information/Collections/Mine-Files/Beaverhead/items/horse_prairie001.html"
"Hrs Claim Group Folder Contents","","","Folder Contents","Contents;Hrs Claim Group","Beaverhead","45.18277","-113.58957","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/hrs_claim_group_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Hrs_Claim_Group.jpg","/Information/Collections/Mine-Files/Beaverhead/items/hrs_claim_group001.html"
"Humboldt Folder Contents","","","Folder Contents","Contents;Humboldt","Beaverhead","45.487","-113.0692","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/humboldt_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Humboldt.jpg","/Information/Collections/Mine-Files/Beaverhead/items/humboldt001.html"
"Huron Folder Contents","","","Folder Contents","Contents;Huron","Beaverhead","45.1917","-112.9553","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/huron_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Huron.jpg","/Information/Collections/Mine-Files/Beaverhead/items/huron001.html"
"Idanha Folder Contents","","","Folder Contents","Contents;Idanha","Beaverhead","45.487","-113.0486","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/idanha_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Idanha.jpg","/Information/Collections/Mine-Files/Beaverhead/items/idanha001.html"
"Indian Chief Folder Contents","","","Folder Contents","Contents;Indian Chief","Beaverhead","45.3996","-112.8224","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/indian_chief_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Indian_Chief.jpg","/Information/Collections/Mine-Files/Beaverhead/items/indian_chief001.html"
"Indian Queen Folder Contents","","","Folder Contents","Contents;Indian Queen","Beaverhead","45.3978","-112.8192","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/indian_queen_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Indian_Queen.jpg","/Information/Collections/Mine-Files/Beaverhead/items/indian_queen001.html"
"Ingersoll Folder Contents","","","Folder Contents","Contents;Ingersoll","Beaverhead","45.1731","-112.9544","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/ingersoll_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Ingersoll.jpg","/Information/Collections/Mine-Files/Beaverhead/items/ingersoll001.html"
"Iron Age Folder Contents","","","Folder Contents","Contents;Iron Age","Beaverhead","45.2019","-112.9183","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/iron_age_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Iron_Age.jpg","/Information/Collections/Mine-Files/Beaverhead/items/iron_age001.html"
"Iron Mask Folder Contents","","","Folder Contents","Contents;Iron Mask","Beaverhead","45.1886","-112.9472","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/iron_mask_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Iron_Mask.jpg","/Information/Collections/Mine-Files/Beaverhead/items/iron_mask001.html"
"Iron Mountain Folder Contents","","","Folder Contents","Contents;Iron Mountain","Beaverhead","45.2853","-112.8683","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/iron_mountain_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Iron_Mountain.jpg","/Information/Collections/Mine-Files/Beaverhead/items/iron_mountain001.html"
"Ivanhoe Folder Contents","","","Folder Contents","Contents;Ivanhoe","Beaverhead","45.5208","-112.8364","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/ivanhoe_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Ivanhoe.jpg","/Information/Collections/Mine-Files/Beaverhead/items/ivanhoe001.html"
"Ixl Folder Contents","","","Folder Contents","Contents;Ixl","Beaverhead","45.445603","-113.076382","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/ixl_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Ixl.jpg","/Information/Collections/Mine-Files/Beaverhead/items/ixl001.html"
"Jack Rabbit Folder Contents","","","Folder Contents","Contents;Jack Rabbit","Beaverhead","45.2858","-112.8589","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/jack_rabbit_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Jack_Rabbit.jpg","/Information/Collections/Mine-Files/Beaverhead/items/jack_rabbit001.html"
"Jackson Folder Contents","","","Folder Contents","Contents;Jackson","Beaverhead","45.2872","-113.6656","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/jackson_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Jackson.jpg","/Information/Collections/Mine-Files/Beaverhead/items/jackson001.html"
"Jahnke Folder Contents","","","Folder Contents","Contents;Jahnke","Beaverhead","45.1886","-113.5864","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/jahnke_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Jahnke.jpg","/Information/Collections/Mine-Files/Beaverhead/items/jahnke001.html"
"Jake Folder Contents","","","Folder Contents","Contents;Jake","Beaverhead","45.31185","-112.87585","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/jake_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Jake.jpg","/Information/Collections/Mine-Files/Beaverhead/items/jake001.html"
"Jeanette Folder Contents","","","Folder Contents","Contents;Jeanette","Beaverhead","45.1828","-112.9522","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/jeanette_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Jeanette.jpg","/Information/Collections/Mine-Files/Beaverhead/items/jeanette001.html"
"Jeff Davis Folder Contents","","","Folder Contents","Contents;Jeff Davis","Beaverhead","44.889426","-113.177367","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/jeff_davis_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Jeff_Davis.jpg","/Information/Collections/Mine-Files/Beaverhead/items/jeff_davis001.html"
"Junction Folder Contents","","","Folder Contents","Contents;Junction","Beaverhead","45.1564","-112.9875","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/junction_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Junction.jpg","/Information/Collections/Mine-Files/Beaverhead/items/junction001.html"
"Kent Folder Contents","","","Folder Contents","Contents;Kent","Beaverhead","45.1861","-112.9514","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/kent_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Kent.jpg","/Information/Collections/Mine-Files/Beaverhead/items/kent001.html"
"Keokuk Folder Contents","","","Folder Contents","Contents;Keokuk","Beaverhead","45.5925","112.9381","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/keokuk_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Keokuk.jpg","/Information/Collections/Mine-Files/Beaverhead/items/keokuk001.html"
"Keystone Bryant Folder Contents","","","Folder Contents","Contents;Keystone Bryant","Beaverhead","45.7528","112.9006","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/keystone_bryant_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Keystone_Bryant.jpg","/Information/Collections/Mine-Files/Beaverhead/items/keystone_bryant001.html"
"Keystone Chinatown Folder Contents","","","Folder Contents","Contents;Keystone Chinatown","Beaverhead","45.0436","-112.4561","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/keystone_chinatown_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Keystone_Chinatown.jpg","/Information/Collections/Mine-Files/Beaverhead/items/keystone_chinatown001.html"
"Lacy Creek Folder Contents","","","Folder Contents","Contents;Lacy Creek","Beaverhead","45.60139","-113.12333","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/lacy_creek_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Lacy_Creek.jpg","/Information/Collections/Mine-Files/Beaverhead/items/lacy_creek001.html"
"Lamplighter Folder Contents","","","Folder Contents","Contents;Lamplighter","Beaverhead","45.6356","-112.9817","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/lamplighter_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Lamplighter.jpg","/Information/Collections/Mine-Files/Beaverhead/items/lamplighter001.html"
"Laurilene No Folder Contents","","","Folder Contents","Contents;Laurilene No","Beaverhead","45.1622","-112.9783","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/laurilene_no_1_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Laurilene_No_1.jpg","/Information/Collections/Mine-Files/Beaverhead/items/laurilene_no_1.html"
"Leadville Folder Contents","","","Folder Contents","Contents;Leadville","Beaverhead","45.7042","-112.9547","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/leadville_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Leadville.jpg","/Information/Collections/Mine-Files/Beaverhead/items/leadville001.html"
"Leah May Folder Contents","","","Folder Contents","Contents;Leah May","Beaverhead","45.3042","-112.8239","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/leah_may_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Leah_May.jpg","/Information/Collections/Mine-Files/Beaverhead/items/leah_may001.html"
"Leap Year Folder Contents","","","Folder Contents","Contents;Leap Year","Beaverhead","45.487","-113.0486","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/leap_year_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Leap_Year.jpg","/Information/Collections/Mine-Files/Beaverhead/items/leap_year001.html"
"Legal Tender Folder Contents","","","Folder Contents","Contents;Legal Tender","Beaverhead","45.29714","-112.89585","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/legal_tender_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Legal_Tender.jpg","/Information/Collections/Mine-Files/Beaverhead/items/legal_tender001.html"
"Lentung Folder Contents","","","Folder Contents","Contents;Lentung","Beaverhead","45.5183","-112.8283","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/lentung_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Lentung.jpg","/Information/Collections/Mine-Files/Beaverhead/items/lentung001.html"
"Lincoln Folder Contents","","","Folder Contents","Contents;Lincoln","Beaverhead","45.4724","-113.0692","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/lincoln_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Lincoln.jpg","/Information/Collections/Mine-Files/Beaverhead/items/lincoln001.html"
"Linda Folder Contents","","","Folder Contents","Contents;Linda","Beaverhead","45.8452","-113.1673","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/linda_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Linda.jpg","/Information/Collections/Mine-Files/Beaverhead/items/linda001.html"
"Lion Mountain Folder Contents","","","Folder Contents","Contents;Lion Mountain","Beaverhead","45.6047","-112.9356","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/lion_mountain_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Lion_Mountain.jpg","/Information/Collections/Mine-Files/Beaverhead/items/lion_mountain001.html"
