title,creator,date,description,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement,object_thumb,object_download,reference_url
"Rosalind Folder Contents","","","Folder Contents","Contents;Rosalind","Beaverhead","45.7115","-112.9361","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/rosalind_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Rosalind.jpg","/Information/Collections/Mine-Files/Beaverhead/items/rosalind001.html"
"Rosebud Folder Contents","","","Folder Contents","Contents;Rosebud","Beaverhead","","","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/rosebud_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Rosebud.jpg","/Information/Collections/Mine-Files/Beaverhead/items/rosebud001.html"
"Rosemont Folder Contents","","","Folder Contents","Contents;Rosemont","Beaverhead","45.3192","-112.8503","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/rosemont_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Rosemont.jpg","/Information/Collections/Mine-Files/Beaverhead/items/rosemont001.html"
"Royal Folder Contents","","","Folder Contents","Contents;Royal","Beaverhead","44.9944","-113.3308","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/royal_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Royal.jpg","/Information/Collections/Mine-Files/Beaverhead/items/royal001.html"
"Ruby Creek Placer Folder Contents","","","Folder Contents","Contents;Ruby Creek Placer","Beaverhead","45.5408","113.73","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/ruby_creek_placer_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Ruby_Creek_Placer.jpg","/Information/Collections/Mine-Files/Beaverhead/items/ruby_creek_placer001.html"
"Ruby Mine Folder Contents","","","Folder Contents","Contents;Ruby Mine","Beaverhead","44.55667","-111.66667","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/ruby_mine_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Ruby_Mine.jpg","/Information/Collections/Mine-Files/Beaverhead/items/ruby_mine001.html"
"Ruby Quartz Lode Folder Contents","","","Folder Contents","Contents;Ruby Quartz Lode","Beaverhead","45.4724","-113.0486","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/ruby_quartz_lode_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Ruby_Quartz_Lode.jpg","/Information/Collections/Mine-Files/Beaverhead/items/ruby_quartz_lode001.html"
"San Francisco Folder Contents","","","Folder Contents","Contents;San Francisco","Beaverhead","45.4578","-113.0486","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/san_francisco_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/San_Francisco.jpg","/Information/Collections/Mine-Files/Beaverhead/items/san_francisco001.html"
"Sata Maira Rainbow Folder Contents","","","Folder Contents","Contents;Sata Maira Rainbow","Beaverhead","45.3692","-112.8242","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/sata_maira_rainbow_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Sata_Maira_Rainbow.jpg","/Information/Collections/Mine-Files/Beaverhead/items/sata_maira_rainbow001.html"
"Shafer Prospect Folder Contents","","","Folder Contents","Contents;Shafer Prospect","Beaverhead","45.2386719","-112.9980663","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/shafer_prospect_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Shafer_Prospect.jpg","/Information/Collections/Mine-Files/Beaverhead/items/shafer_prospect001.html"
"Sheep Mountain Folder Contents","","","Folder Contents","Contents;Sheep Mountain","Beaverhead","45.6772","-112.9694","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/sheep_mountain_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Sheep_Mountain.jpg","/Information/Collections/Mine-Files/Beaverhead/items/sheep_mountain001.html"
"Silver Belle Folder Contents","","","Folder Contents","Contents;Silver Belle","Beaverhead","45.1997","112.9667","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/silver_belle_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Silver_Belle.jpg","/Information/Collections/Mine-Files/Beaverhead/items/silver_belle001.html"
"Silver Dollar Folder Contents","","","Folder Contents","Contents;Silver Dollar","Beaverhead","","","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/silver_dollar_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Silver_Dollar.jpg","/Information/Collections/Mine-Files/Beaverhead/items/silver_dollar001.html"
"Silver Glow Folder Contents","","","Folder Contents","Contents;Silver Glow","Beaverhead","","","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/silver_glow_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Silver_Glow.jpg","/Information/Collections/Mine-Files/Beaverhead/items/silver_glow001.html"
"Silver King T3S R11W S11 Folder Contents","","","Folder Contents","Contents;Silver King","Beaverhead","45.3636","-113.0844","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/silver_king_t3s_r11w_s11_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Silver_King_T3S_R11W_S11.jpg","/Information/Collections/Mine-Files/Beaverhead/items/silver_king_T3S_R11W_S11001.html"
"Silver King T5S R12W S28 Folder Contents","","","Folder Contents","Contents;Silver King","Beaverhead","45.5867","-112.9258","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/silver_king_t5s_r12w_s28_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Silver_King_T5S_R12W_S28.jpg","/Information/Collections/Mine-Files/Beaverhead/items/silver_king_T5S_R12W_S28001.html"
"Silver Quartz Folder Contents","","","Folder Contents","Contents;Silver Quartz","Beaverhead","45.55889","-112.9481","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/silver_quartz_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Silver_Quartz.jpg","/Information/Collections/Mine-Files/Beaverhead/items/silver_quartz001.html"
"Silver Queen Folder Contents","","","Folder Contents","Contents;Silver Queen","Beaverhead","44.9656","-112.4919","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/silver_queen_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Silver_Queen.jpg","/Information/Collections/Mine-Files/Beaverhead/items/silver_queen001.html"
"Silver Ridge Group Folder Contents","","","Folder Contents","Contents;Silver Ridge Group","Beaverhead","45.3686","-113.675","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/silver_ridge_group_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Silver_Ridge_Group.jpg","/Information/Collections/Mine-Files/Beaverhead/items/silver_ridge_group001.html"
"Silver Star Folder Contents","","","Folder Contents","Contents;Silver Star","Beaverhead","45.1764","-112.9514","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/silver_star_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Silver_Star.jpg","/Information/Collections/Mine-Files/Beaverhead/items/silver_star001.html"
"Sir Walter Scott Folder Contents","","","Folder Contents","Contents;Sir Walter Scott","Beaverhead","45.28307","-112.876395","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/sir_walter_scott_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Sir_Walter_Scott.jpg","/Information/Collections/Mine-Files/Beaverhead/items/sir_walter_scott001.html"
"Sleeping Princess Group Folder Contents","","","Folder Contents","Contents;Sleeping Princess Group","Beaverhead","45.1519","-112.9767","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/sleeping_princess_group_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Sleeping_Princess_Group.jpg","/Information/Collections/Mine-Files/Beaverhead/items/sleeping_princess_group001.html"
"Smith Dillon Talc Folder Contents","","","Folder Contents","Contents;Smith Dillon Talc","Beaverhead","45.12","-112.5519","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/smith_dillon_talc_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Smith_Dillon_Talc.jpg","/Information/Collections/Mine-Files/Beaverhead/items/smith_dillon_talc001.html"
"Southside Placer Folder Contents","","","Folder Contents","Contents;Southside Placer","Beaverhead","45.15195","-112.97738","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/southside_placer_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Southside_Placer.jpg","/Information/Collections/Mine-Files/Beaverhead/items/southside_placer001.html"
"Spanish Folder Contents","","","Folder Contents","Contents;Spanish","Beaverhead","45.2953","-112.8914","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/spanish_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Spanish.jpg","/Information/Collections/Mine-Files/Beaverhead/items/spanish001.html"
"Springfield Folder Contents","","","Folder Contents","Contents;Springfield","Beaverhead","45.15699","-112.9862","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/springfield_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Springfield.jpg","/Information/Collections/Mine-Files/Beaverhead/items/springfield001.html"
"Star 123 Folder Contents","","","Folder Contents","Contents;Star 123","Beaverhead","45.7894","-113.0272","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/star_1_2_3_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Star_1_2_3.jpg","/Information/Collections/Mine-Files/Beaverhead/items/star_123001.html"
"Starlight T6S R10W S22 Folder Contents","","","Folder Contents","Contents;Starlight","Beaverhead","44.9961","-113.3292","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/starlight_t6s_r10w_s22_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Starlight_T6S_R10W_S22.jpg","/Information/Collections/Mine-Files/Beaverhead/items/starlight_T6S_R10W_S22001.html"
"Starlight T6S R11W S24 Folder Contents","","","Folder Contents","Contents;Starlight","Beaverhead","45.3042","-112.8239","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/starlight_t6s_r11w_s24_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Starlight_T6S_R11W_S24.jpg","/Information/Collections/Mine-Files/Beaverhead/items/starlight_T6S_R11W_S24001.html"
"Starlight T10S R14W S5 Folder Contents","","","Folder Contents","Contents;Starlight","Beaverhead","45.2925","-112.8847","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/starlight_t10s_r14w_s5_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Starlight_T10S_R14W_S5.jpg","/Information/Collections/Mine-Files/Beaverhead/items/starlight_T10S_R14W_S5001.html"
"Stone Creek Folder Contents","","","Folder Contents","Contents;Stone Creek","Beaverhead","45.69263","-113.19584","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/stone_creek_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Stone_Creek.jpg","/Information/Collections/Mine-Files/Beaverhead/items/stone_creek001.html"
"Storm Folder Contents","","","Folder Contents","Contents;Storm","Beaverhead","45.4828","-113.0583","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/storm_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Storm.jpg","/Information/Collections/Mine-Files/Beaverhead/items/storm001.html"
"Sunshine Folder Contents","","","Folder Contents","Contents;Sunshine","Beaverhead","45.0008","-113.3403","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/sunshine_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Sunshine.jpg","/Information/Collections/Mine-Files/Beaverhead/items/sunshine001.html"
"Sweeney  T7S R12W S22 Folder Contents","","","Folder Contents","Contents;Sweeney","Beaverhead","45.2194","-113.0689","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/sweeney_t7s_r12w_s22_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Sweeney_T7S_R12W_S22.jpg","/Information/Collections/Mine-Files/Beaverhead/items/sweeney_T7S_R12W_S22001.html"
"Sweeney  T13S R12W S1 Folder Contents","","","Folder Contents","Contents;Sweeney Mine","Beaverhead","44.7269","-113.0106","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/sweeney_t13s_r12w_s1_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Sweeney_T13S_R12W_S1.jpg","/Information/Collections/Mine-Files/Beaverhead/items/sweeney_T13S_R12W_S1001.html"
"Sylvia Folder Contents","","","Folder Contents","Contents;Sylvia","Beaverhead","45.3047","-112.8908","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/sylvia_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Sylvia.jpg","/Information/Collections/Mine-Files/Beaverhead/items/sylvia001.html"
"Telstar Folder Contents","","","Folder Contents","Contents;Telstar","Beaverhead","45.45685","-113.04994","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/telstar_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Telstar.jpg","/Information/Collections/Mine-Files/Beaverhead/items/telstar001.html"
"Tender Folder Contents","","","Folder Contents","Contents;Tender","Beaverhead","45.2969","-112.8911","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/tender_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Tender.jpg","/Information/Collections/Mine-Files/Beaverhead/items/tender001.html"
"Thomas Paine Folder Contents","","","Folder Contents","Contents;Thomas Paine","Beaverhead","45.4724","-113.0692","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/thomas_paine_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Thomas_Paine.jpg","/Information/Collections/Mine-Files/Beaverhead/items/thomas_paine001.html"
"Thunderbird Folder Contents","","","Folder Contents","Contents;Thunderbird","Beaverhead","45.48459","-113.0451","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/thunderbird_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Thunderbird.jpg","/Information/Collections/Mine-Files/Beaverhead/items/thunderbird001.html"
"Tiger Folder Contents","","","Folder Contents","Contents;Tiger","Beaverhead","45.4708","-113.0483","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/tiger_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Tiger.jpg","/Information/Collections/Mine-Files/Beaverhead/items/tiger001.html"
"Trapper Folder Contents","","","Folder Contents","Contents;Trapper","Beaverhead","45.5986","-112.9139","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/trapper_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Trapper.jpg","/Information/Collections/Mine-Files/Beaverhead/items/trapper001.html"
"Trapper Creek Folder Contents","","","Folder Contents","Contents;Trapper Creek","Beaverhead","45.6399","-112.75149","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/trapper_creek_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Trapper_Creek.jpg","/Information/Collections/Mine-Files/Beaverhead/items/trapper_creek001.html"
"Tri-State Minerals Folder Contents","","","Folder Contents","Contents;Tri-State Minerals","Beaverhead","","","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/tri_state_minerals_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Tri_State_Minerals.jpg","/Information/Collections/Mine-Files/Beaverhead/items/tri_state_minerals001.html"
"True Blue Millsite Folder Contents","","","Folder Contents","Contents;True Blue Millsite","Beaverhead","45.602727","-112.928933","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/true_blue_millsite_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/True_Blue_Millsite.jpg","/Information/Collections/Mine-Files/Beaverhead/items/true_blue_millsite001.html"
"True Dog Group Folder Contents","","","Folder Contents","Contents;True Dog Group","Beaverhead","44.77408","-111.83244","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/true_dog_group_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/True_Dog_Group.jpg","/Information/Collections/Mine-Files/Beaverhead/items/true_dog_group001.html"
"True Fissure Folder Contents","","","Folder Contents","Contents;True Fissure","Beaverhead","45.6047","-112.9383","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/true_fissure_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/True_Fissure.jpg","/Information/Collections/Mine-Files/Beaverhead/items/true_fissure001.html"
"Tungsten - General Folder Contents","","","Folder Contents","Contents;Tungsten - General","Beaverhead","","","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/tungsten_general_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Tungsten_General.jpg","/Information/Collections/Mine-Files/Beaverhead/items/tungsten_-_general001.html"
"Tuscarora Folder Contents","","","Folder Contents","Contents;Tuscarora","Beaverhead","45.3128","-112.8736","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/tuscarora_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Tuscarora.jpg","/Information/Collections/Mine-Files/Beaverhead/items/tuscarora001.html"
"Tuxedo Folder Contents","","","Folder Contents","Contents;Tuxedo","Beaverhead","45.7114","-112.9344","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/tuxedo_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Tuxedo.jpg","/Information/Collections/Mine-Files/Beaverhead/items/tuxedo001.html"
"Ucon Folder Contents","","","Folder Contents","Contents;Ucon","Beaverhead","45.47917","-113.06069","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/ucon_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Ucon.jpg","/Information/Collections/Mine-Files/Beaverhead/items/ucon001.html"
"Unnamed Manganese Property Folder Contents","","","Folder Contents","Contents;Unnamed Manganese Property","Beaverhead","45.12332","-112.54883","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/unnamed_manganese_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Unnamed_Manganese.jpg","/Information/Collections/Mine-Files/Beaverhead/items/unnamed_manganese_property001.html"
"Up-Two Folder Contents","","","Folder Contents","Contents;Up-Two","Beaverhead","45.58705","-113.23516","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/up_two_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Up_Two.jpg","/Information/Collections/Mine-Files/Beaverhead/items/up-two001.html"
"Vanguard Group Folder Contents","","","Folder Contents","Contents;Vanguard Group","Beaverhead","45.3406","-113.1178","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/vanguard_group_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Vanguard_Group.jpg","/Information/Collections/Mine-Files/Beaverhead/items/vanguard_group001.html"
"Vilet Folder Contents","","","Folder Contents","Contents;Vilet","Beaverhead","46.0872","-113.07123","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/vilet_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Vilet.jpg","/Information/Collections/Mine-Files/Beaverhead/items/vilet001.html"
"Virginia Folder Contents","","","Folder Contents","Contents;Virginia","Beaverhead","45.3119","112.9156","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/virginia_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Virginia.jpg","/Information/Collections/Mine-Files/Beaverhead/items/virginia001.html"
"Virginia Gulch Folder Contents","","","Folder Contents","Contents;Virginia Gulch","Beaverhead","45.315","112.9233","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/virginia_gulch_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Virginia_Gulch.jpg","/Information/Collections/Mine-Files/Beaverhead/items/virginia_gulch001.html"
"Volcanic Gold Folder Contents","","","Folder Contents","Contents;Volcanic Gold","Beaverhead","45.1952","-112.93711","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/volcanic_gold_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Volcanic_Gold.jpg","/Information/Collections/Mine-Files/Beaverhead/items/volcanic_gold001.html"
"Wadams Folder Contents","","","Folder Contents","Contents;Wadams","Beaverhead","45.1517","-112.9883","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/wadams_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Wadams.jpg","/Information/Collections/Mine-Files/Beaverhead/items/wadams001.html"
"Wallace Folder Contents","","","Folder Contents","Contents;Wallace","Beaverhead","45.1536","-112.9878","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/wallace_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Wallace.jpg","/Information/Collections/Mine-Files/Beaverhead/items/wallace001.html"
"Wapita Folder Contents","","","Folder Contents","Contents;Wapita","Beaverhead","45.2893","-112.93399","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/wapita_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Wapita.jpg","/Information/Collections/Mine-Files/Beaverhead/items/wapita001.html"
"Washington Folder Contents","","","Folder Contents","Contents;Washington","Beaverhead","45.48593","-113.04969","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/washington_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Washington.jpg","/Information/Collections/Mine-Files/Beaverhead/items/washington001.html"
"Washington Mine Folder Contents","","","Folder Contents","Contents;Washington Mine","Beaverhead","45.1569","112.9767","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/washington_mine_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Washington_Mine.jpg","/Information/Collections/Mine-Files/Beaverhead/items/washington_mine001.html"
"West Ermont Folder Contents","","","Folder Contents","Contents;West Ermont","Beaverhead","45.2722","-112.91196","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/west_ermont_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/West_Ermont.jpg","/Information/Collections/Mine-Files/Beaverhead/items/west_ermont001.html"
"Wheal Rose Folder Contents","","","Folder Contents","Contents;Wheal Rose","Beaverhead","45.195","-112.9364","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/wheal_rose_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Wheal_Rose.jpg","/Information/Collections/Mine-Files/Beaverhead/items/wheal_rose001.html"
"White Lime Folder Contents","","","Folder Contents","Contents;White Lime","Beaverhead","45.3133","-112.8506","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/white_lime_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/White_Lime.jpg","/Information/Collections/Mine-Files/Beaverhead/items/white_lime001.html"
"White Owl Folder Contents","","","Folder Contents","Contents;White Owl","Beaverhead","45.486","-113.0705","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/white_owl_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/White_Owl.jpg","/Information/Collections/Mine-Files/Beaverhead/items/white_owl001.html"
"White Seal Folder Contents","","","Folder Contents","Contents;White Seal","Beaverhead","45.49007","-113.05881","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/white_seal_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/White_Seal.jpg","/Information/Collections/Mine-Files/Beaverhead/items/white_seal001.html"
"Wild Bat Folder Contents","","","Folder Contents","Contents;Wild Bat","Beaverhead","45.3131","-113.0394","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/wild_bat_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Wild_Bat.jpg","/Information/Collections/Mine-Files/Beaverhead/items/wild_bat001.html"
"Wise River Folder Contents","","","Folder Contents","Contents;Wise River","Beaverhead","45.4878","-113.04504","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/wise_river_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Wise_River.jpg","/Information/Collections/Mine-Files/Beaverhead/items/wise_river001.html"
"Wise River Placer Folder Contents","","","Folder Contents","Contents;Wise River Placer","Beaverhead","45.6083","-113.0842","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/wise_river_placer_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Wise_River_Placer.jpg","/Information/Collections/Mine-Files/Beaverhead/items/wise_river_placer001.html"
"Wooley Folder Contents","","","Folder Contents","Contents;Wooley","Beaverhead","45.3122","-112.8728","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/wooley_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/Wooley.jpg","/Information/Collections/Mine-Files/Beaverhead/items/wooley001.html"
"WRA Folder Contents","","","Folder Contents","Contents;Wra","Beaverhead","45.47137","-113.04979","","","Image;StillImage","image/jpeg","eng","","","/Information/Collections/Mine-Files/Beaverhead/objects/thumbs/wra_th.jpg","/Information/Collections/Mine-Files/Beaverhead/objects/WRA.jpg","/Information/Collections/Mine-Files/Beaverhead/items/wra001.html"
